# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
1.15e-07, 5e-05, 295, -3686.09531161, -3734.73489641, -3689.94188039, -3739.06628568, 0.998957553018, 0.998841585319
1.2e-07, 5e-05, 295, -3166.04375452, -3210.31187028, -3169.50108544, -3214.22238329, 0.99890918765, 0.998783371981
1.25e-07, 5e-05, 295, -2735.44945181, -2775.85606089, -2738.56845949, -2779.39954284, 0.998861080992, 0.998725090837
1.3e-07, 5e-05, 295, -2376.31208058, -2413.29462769, -2379.13469133, -2416.51558801, 0.998813597749, 0.99866710551
1.35e-07, 5e-05, 295, -2074.74631435, -2108.68180744, -2077.3090047, -2111.61900822, 0.998766341291, 0.998609029012
1.4e-07, 5e-05, 295, -1819.93801907, -1851.15281665, -1822.27097712, -1853.83847492, 0.998719752397, 0.99855129867
1.45e-07, 5e-05, 295, -1603.38428976, -1632.16207906, -1605.51452637, -1634.62501373, 0.998673175125, 0.998493272367
1.5e-07, 5e-05, 295, -1418.34622716, -1444.93457048, -1420.29597638, -1447.19863076, 0.998627223305, 0.998435556647
1.55e-07, 5e-05, 295, -1259.43811485, -1284.05384794, -1261.226558, -1286.13966286, 0.998581981059, 0.998378236068
1.6e-07, 5e-05, 295, -1122.32322049, -1145.15692958, -1123.96838585, -1147.08382933, 0.998536288585, 0.9983201753
1.65e-07, 5e-05, 295, -1003.48984745, -1024.70960344, -1005.00541381, -1026.49243899, 0.998491981894, 0.998263177128
1.7e-07, 5e-05, 295, -900.069327365, -919.823809, -901.469298889, -921.477644926, 0.998447011424, 0.998205234891
1.75e-07, 5e-05, 295, -809.711017741, -828.13214408, -811.005875821, -829.668420915, 0.99840339248, 0.998148324322
1.8e-07, 5e-05, 295, -730.471492768, -747.676642462, -731.671948245, -749.106942931, 0.998359298207, 0.998090659174
1.85e-07, 5e-05, 295, -660.740388098, -676.834286277, -661.854910134, -678.167872095, 0.998316062902, 0.998033546158
1.9e-07, 5e-05, 295, -599.173289005, -614.249611847, -600.209701423, -615.495029356, 0.998273249474, 0.997976559599
1.95e-07, 5e-05, 295, -544.643564255, -558.786310365, -545.609027408, -559.951380676, 0.998230485377, 0.997919336658
2e-07, 5e-05, 295, -496.202939142, -509.487607748, -497.103801671, -510.579283879, 0.998187777831, 0.997861887144
2.05e-07, 5e-05, 295, -453.049997266, -465.544600809, -453.891523925, -466.568701704, 0.998145974059, 0.997805037306
2.1e-07, 5e-05, 295, -414.503718083, -426.269657075, -415.29085698, -427.231639737, 0.998104608172, 0.997748334691
2.15e-07, 5e-05, 295, -379.983583438, -391.07640302, -380.72107695, -391.981478905, 0.998062903376, 0.997691023853
2.2e-07, 5e-05, 295, -348.993679713, -359.463729332, -349.685377129, -360.316179314, 0.998021943548, 0.997634161244
2.25e-07, 5e-05, 295, -321.107686841, -331.000692308, -321.757236388, -331.804563389, 0.99798124339, 0.99757727539
2.3e-07, 5e-05, 295, -295.958574195, -305.316138886, -296.569237733, -306.075061499, 0.997940907348, 0.997520468967
2.35e-07, 5e-05, 295, -273.228949863, -282.088992652, -273.80385571, -282.806436811, 0.997900300395, 0.997463126488
2.4e-07, 5e-05, 295, -252.644282627, -261.041424315, -253.185833771, -261.720108825, 0.997861052745, 0.997406830859
2.45e-07, 5e-05, 295, -233.965073483, -241.930973645, -234.475851477, -242.573774151, 0.997821617917, 0.997350082432
2.5e-07, 5e-05, 295, -216.982723518, -224.546379691, -217.465242867, -225.156084694, 0.997781165656, 0.997292078496
2.55e-07, 5e-05, 295, -201.515850238, -208.70386508, -201.971575034, -209.282191388, 0.997743619137, 0.997236619591
2.6e-07, 5e-05, 295, -187.403685663, -194.240495796, -187.834933609, -194.789999369, 0.997704112126, 0.997178994942
2.65e-07, 5e-05, 295, -174.506679998, -181.014768968, -174.914791399, -181.537010207, 0.997666798803, 0.997123224413
2.7e-07, 5e-05, 295, -162.700331273, -168.900409675, -163.08735994, -169.397650365, 0.997626862882, 0.997064654148
2.75e-07, 5e-05, 295, -151.876436579, -157.787612022, -152.243342386, -158.261003882, 0.997590004259, 0.99700879024
2.8e-07, 5e-05, 295, -141.937886643, -147.577806948, -142.28602109, -148.028882208, 0.997553277235, 0.996952788851
2.85e-07, 5e-05, 295, -132.798712805, -138.183697291, -133.12962528, -138.614176278, 0.997514358847, 0.996894408647
2.9e-07, 5e-05, 295, -124.383449375, -129.52861141, -124.697933835, -129.939445532, 0.997478029907, 0.996838264769
2.95e-07, 5e-05, 295, -116.623905018, -121.543252887, -116.923076054, -121.935706545, 0.99744130033, 0.996781470591
3e-07, 5e-05, 295, -109.459725147, -114.166260025, -109.744499657, -114.54139027, 0.997405113598, 0.99672493721
3.05e-07, 5e-05, 295, -102.836743339, -107.342544135, -103.108080418, -107.70144216, 0.997368420808, 0.996667658136
3.1e-07, 5e-05, 295, -96.706717379, -101.023018743, -96.9653521456, -101.366543677, 0.997332709459, 0.996611061976
3.15e-07, 5e-05, 295, -91.0260671188, -95.1633282583, -91.2728391249, -95.4924372152, 0.997296325956, 0.996553559983
3.2e-07, 5e-05, 295, -85.7558934621, -89.7238627342, -85.9914760849, -90.0393393594, 0.99726039564, 0.996496235674
3.25e-07, 5e-05, 295, -80.8611519831, -84.6689239455, -81.0861030865, -84.9714297871, 0.997225774888, 0.996439911128
3.3e-07, 5e-05, 295, -76.3100781346, -79.9661444386, -76.5250247107, -80.2564051059, 0.997191159663, 0.996383333307
3.35e-07, 5e-05, 295, -72.0740306624, -75.5863275812, -72.2796245567, -75.8650885588, 0.997155576061, 0.996325569733
3.4e-07, 5e-05, 295, -68.1272914186, -71.5032440044, -68.3240274383, -71.7710879237, 0.997120544163, 0.996268080545
3.45e-07, 5e-05, 295, -64.4465266972, -67.6930874179, -64.6348027861, -67.9504950559, 0.997087078774, 0.996211835723
3.5e-07, 5e-05, 295, -61.0103452756, -64.1340283104, -61.1907037408, -64.3816215097, 0.997052518534, 0.996154287614
3.55e-07, 5e-05, 295, -57.7995643829, -60.8064798129, -57.9724372218, -61.0447654812, 0.997018016712, 0.996096542162
3.6e-07, 5e-05, 295, -54.7967405289, -57.6926240085, -54.9624609247, -57.9220059856, 0.996984843965, 0.996039812966
3.65e-07, 5e-05, 295, -51.9858392358, -54.7760783133, -52.1448037839, -54.9970207738, 0.996951478641, 0.995982646743
3.7e-07, 5e-05, 295, -49.3523403999, -52.0420000837, -49.5049069257, -52.2549249828, 0.996918153466, 0.995925266392
3.75e-07, 5e-05, 295, -46.8829667568, -49.4768121919, -47.0294825321, -49.6821279146, 0.996884597333, 0.995867412864
3.8e-07, 5e-05, 295, -44.5656452356, -47.068163318, -44.7063884033, -47.2662057095, 0.996851833199, 0.995810063692
3.85e-07, 5e-05, 295, -42.3892752313, -44.8046934943, -42.5245163023, -44.9957879747, 0.996819691727, 0.995753058475
3.9e-07, 5e-05, 295, -40.343661251, -42.6759652441, -40.4736924075, -42.8604566795, 0.996787267267, 0.995695532675
3.95e-07, 5e-05, 295, -38.4195181022, -40.672468316, -38.5445884406, -40.8506558647, 0.996755177744, 0.995638073735
4e-07, 5e-05, 295, -36.6082653852, -38.7854120447, -36.7286422006, -38.9576108862, 0.996722535648, 0.995579840817
