# L (m), R (m), T (K), F'_Drude (mPa), F'_Plasma (N/m), F'_PFA_Drude (N/m), F'_PFA_Plasma (N/m), F'_Drude/F'_PFA_Drude, F'_Plasma/F'_PFA_Plasma, F'_Plasma_xi0 (N/m), F'_Plasma_xi0/F'_PFA_Plasma_xi0
1.15e-07, 5e-05, 295, 0.00115802099514, 0.00117330157137, 0.00115922943036, 0.00117466231744, 0.998957553018, 0.998841585319, 1.52805762266e-05, 0.990130760899
1.2e-07, 5e-05, 295, 0.000994641980013, 0.00100854921874, 0.000995728132557, 0.00100977774264, 0.99890918765, 0.998783371981, 1.3907238728e-05, 0.989866526533
1.25e-07, 5e-05, 295, 0.000859366790209, 0.000872060900833, 0.000860346655368, 0.000873174118517, 0.998861080992, 0.998725090837, 1.2694110624e-05, 0.989604138879
1.3e-07, 5e-05, 295, 0.000746540457499, 0.000758158867331, 0.000747427206819, 0.000759170761857, 0.998813597749, 0.99866710551, 1.16184098323e-05, 0.989343499071
1.35e-07, 5e-05, 295, 0.000651800777922, 0.000662461927503, 0.000652605870839, 0.000663384676342, 0.998766341291, 0.998609029012, 1.06611495801e-05, 0.989084511931
1.4e-07, 5e-05, 295, 0.000571750391071, 0.000581556808947, 0.000572483311458, 0.000582400533375, 0.998719752397, 0.99855129867, 9.80641787633e-06, 0.988827108921
1.45e-07, 5e-05, 295, 0.00050371803056, 0.000512758839703, 0.000504387264128, 0.000513532593452, 0.998673175125, 0.998493272367, 9.04080914343e-06, 0.988571195576
1.5e-07, 5e-05, 295, 0.000445586608751, 0.000453939583154, 0.000446199140532, 0.000454650858668, 0.998627223305, 0.998435556647, 8.35297440385e-06, 0.988316726758
1.55e-07, 5e-05, 295, 0.000395664152928, 0.00040339741355, 0.000396226008913, 0.000404052691632, 0.998581981059, 0.998378236068, 7.73326062207e-06, 0.988063640787
1.6e-07, 5e-05, 295, 0.000352588238444, 0.000359761659717, 0.000353105082384, 0.000360367013127, 0.998536288585, 0.9983201753, 7.17342127316e-06, 0.987811854289
1.65e-07, 5e-05, 295, 0.000315255633269, 0.000321922016224, 0.000315731762483, 0.000322482110529, 0.998491981894, 0.998263177128, 6.66638295486e-06, 0.987561368634
1.7e-07, 5e-05, 295, 0.000282765118657, 0.000288971172095, 0.000283204932683, 0.000289490739975, 0.998447011424, 0.998205234891, 6.20605343788e-06, 0.987312074566
1.75e-07, 5e-05, 295, 0.000254378218487, 0.000260165386004, 0.00025478501015, 0.000260648021606, 0.99840339248, 0.998148324322, 5.78716751753e-06, 0.987063996129
1.8e-07, 5e-05, 295, 0.000229484387534, 0.000234889544722, 0.000229861521745, 0.000235338886867, 0.998359298207, 0.998090659174, 5.40515718844e-06, 0.986817031191
1.85e-07, 5e-05, 295, 0.000207577714918, 0.000212633762147, 0.000207927852342, 0.000213052720487, 0.998316062902, 0.998033546158, 5.0560472288e-06, 0.986571182987
1.9e-07, 5e-05, 295, 0.000188235840297, 0.000192972206805, 0.00018856143886, 0.000193363466255, 0.998273249474, 0.997976559599, 4.73636650821e-06, 0.986326424123
1.95e-07, 5e-05, 295, 0.000171104822029, 0.000175547896757, 0.000171408131224, 0.00017591391439, 0.998230485377, 0.997919336658, 4.44307472785e-06, 0.986082677317
2e-07, 5e-05, 295, 0.00015588675083, 0.000160060252559, 0.00015616976514, 0.000160403212731, 0.998187777831, 0.997861887143, 4.17350172973e-06, 0.985839942583
2.05e-07, 5e-05, 295, 0.000142329854312, 0.000146255149782, 0.000142594227709, 0.000146576880567, 0.998145974059, 0.997805037306, 3.92529547017e-06, 0.985598195609
2.1e-07, 5e-05, 295, 0.000130220183562, 0.000133916562311, 0.000130467470539, 0.000134218778078, 0.998104608172, 0.997748334691, 3.69637874991e-06, 0.985357428483
2.15e-07, 5e-05, 295, 0.000119375363421, 0.000122860275472, 0.000119607053841, 0.000123144613447, 0.998062903376, 0.997691023853, 3.48491205065e-06, 0.985117549727
2.2e-07, 5e-05, 295, 0.000109639598033, 0.00011292886113, 0.000109856901186, 0.00011319666619, 0.998021943547, 0.997634161244, 3.28926309678e-06, 0.984878604449
2.25e-07, 5e-05, 295, 0.000100878954999, 0.000103986934329, 0.000101083017008, 0.000104239477877, 0.997981243391, 0.997577275391, 3.10797932968e-06, 0.984640538366
2.3e-07, 5e-05, 295, 9.29781282458e-05, 9.59178938947e-05, 9.31699738543e-05, 9.61563164654e-05, 0.997940907348, 0.997520468967, 2.93976564888e-06, 0.984403342743
2.35e-07, 5e-05, 295, 8.58374061636e-05, 8.86208706974e-05, 8.60180181624e-05, 8.88462624272e-05, 0.997900300394, 0.997463126487, 2.78346453379e-06, 0.984166950647
2.4e-07, 5e-05, 295, 7.93705422273e-05, 8.20085820912e-05, 7.95406755368e-05, 8.22217971182e-05, 0.997861052745, 0.99740683086, 2.63803986396e-06, 0.983931457016
2.45e-07, 5e-05, 295, 7.35022956051e-05, 7.60048569479e-05, 7.36627612444e-05, 7.62067986825e-05, 0.997821617917, 0.997350082431, 2.50256134279e-06, 0.983696743318
2.5e-07, 5e-05, 295, 6.8167133016e-05, 7.05433256827e-05, 6.83187209403e-05, 7.07348701587e-05, 0.997781165656, 0.997292078496, 2.37619266674e-06, 0.983462713584
2.55e-07, 5e-05, 295, 6.33080714688e-05, 6.55662529311e-05, 6.34512416362e-05, 6.57479394991e-05, 0.997743619137, 0.997236619591, 2.2581814623e-06, 0.98322966151
2.6e-07, 5e-05, 295, 5.88746042133e-05, 6.10224514622e-05, 5.90100847513e-05, 6.11950831011e-05, 0.997704112126, 0.997178994942, 2.14784724886e-06, 0.982997194967
2.65e-07, 5e-05, 295, 5.48228903885e-05, 5.68674668381e-05, 5.49511023663e-05, 5.70315337621e-05, 0.997666798803, 0.997123224413, 2.04457644951e-06, 0.982765619524
2.7e-07, 5e-05, 295, 5.11138165464e-05, 5.30616286223e-05, 5.12354051882e-05, 5.32178413923e-05, 0.997626862882, 0.997064654148, 1.94781207597e-06, 0.98253455618
2.75e-07, 5e-05, 295, 4.7713389741e-05, 4.95704402756e-05, 4.78286565997e-05, 4.97191607144e-05, 0.997590004259, 0.99700879024, 1.85705053458e-06, 0.982304412958
2.8e-07, 5e-05, 295, 4.45911021944e-05, 4.6362935414e-05, 4.47004718565e-05, 4.65046448864e-05, 0.997553277235, 0.996952788851, 1.7718332196e-06, 0.982074995175
2.85e-07, 5e-05, 295, 4.17199460554e-05, 4.34116888254e-05, 4.18239052755e-05, 4.35469277878e-05, 0.997514358847, 0.996894408647, 1.69174277006e-06, 0.981846004913
2.9e-07, 5e-05, 295, 3.90762130785e-05, 4.06926134034e-05, 3.91750112853e-05, 4.08216807496e-05, 0.997478029908, 0.996838264769, 1.61640032491e-06, 0.98161796278
2.95e-07, 5e-05, 295, 3.66384803239e-05, 3.81839390364e-05, 3.67324676768e-05, 3.83072319891e-05, 0.99744130033, 0.996781470592, 1.54545871256e-06, 0.9813904852
3e-07, 5e-05, 295, 3.43877868386e-05, 3.58663883781e-05, 3.44772513894e-05, 3.59842390204e-05, 0.997405113599, 0.996724937209, 1.47860153951e-06, 0.981163686485
3.05e-07, 5e-05, 295, 3.23071157393e-05, 3.37226548073e-05, 3.23923587967e-05, 3.3835405947e-05, 0.997368420808, 0.996667658136, 1.41553906798e-06, 0.980937502757
3.1e-07, 5e-05, 295, 3.03813112871e-05, 3.17373173526e-05, 3.04625637953e-05, 3.18452388935e-05, 0.997332709459, 0.996611061976, 1.3560060655e-06, 0.980712003329
3.15e-07, 5e-05, 295, 2.85966823746e-05, 2.98964412947e-05, 2.86742080867e-05, 2.99998339229e-05, 0.997296325956, 0.996553559983, 1.29975892018e-06, 0.980487015799
3.2e-07, 5e-05, 295, 2.69410084902e-05, 2.81875828017e-05, 2.7015018954e-05, 2.82866927065e-05, 0.99726039564, 0.996496235674, 1.24657431149e-06, 0.980262672684
3.25e-07, 5e-05, 295, 2.54032801031e-05, 2.65995269454e-05, 2.54739505765e-05, 2.66945619584e-05, 0.997225774888, 0.996439911128, 1.19624684236e-06, 0.980039069
3.3e-07, 5e-05, 295, 2.39735180862e-05, 2.51221051904e-05, 2.40410455447e-05, 2.52132932684e-05, 0.997191159663, 0.996383333307, 1.14858710418e-06, 0.979816024338
3.35e-07, 5e-05, 295, 2.26427245243e-05, 2.37461451441e-05, 2.27073137512e-05, 2.3833720488e-05, 0.997155576061, 0.996325569733, 1.10342061974e-06, 0.979593412961
3.4e-07, 5e-05, 295, 2.1402819823e-05, 2.24634066072e-05, 2.14646262664e-05, 2.25475522561e-05, 0.997120544163, 0.996268080546, 1.06058678423e-06, 0.979371438369
3.45e-07, 5e-05, 295, 2.02464734821e-05, 2.12664106131e-05, 2.03056221599e-05, 2.13472776075e-05, 0.997087078774, 0.996211835722, 1.01993713096e-06, 0.979150191442
3.5e-07, 5e-05, 295, 1.91669652511e-05, 2.01482992185e-05, 1.9223626534e-05, 2.02260829161e-05, 0.997052518534, 0.996154287614, 9.81333967413e-07, 0.978929342902
3.55e-07, 5e-05, 295, 1.81582686846e-05, 1.91029190271e-05, 1.82125782887e-05, 1.91777786776e-05, 0.997018016712, 0.996096542162, 9.44650342497e-07, 0.97870903634
3.6e-07, 5e-05, 295, 1.72149037486e-05, 1.81246723751e-05, 1.72669663464e-05, 1.81967348485e-05, 0.996984843965, 0.996039812966, 9.09768626493e-07, 0.978489402915
3.65e-07, 5e-05, 295, 1.63318330634e-05, 1.72084125221e-05, 1.6381773249e-05, 1.72778236432e-05, 0.996951478641, 0.995982646743, 8.76579458752e-07, 0.978270267419
3.7e-07, 5e-05, 295, 1.55044950038e-05, 1.63494765141e-05, 1.55524251914e-05, 1.6416368844e-05, 0.996918153466, 0.995925266392, 8.44981510355e-07, 0.978051644768
3.75e-07, 5e-05, 295, 1.47287183942e-05, 1.55435989705e-05, 1.47747476825e-05, 1.56081008071e-05, 0.996884597333, 0.995867412864, 8.1488057636e-07, 0.977833468508
3.8e-07, 5e-05, 295, 1.40007103675e-05, 1.47868996098e-05, 1.40449261376e-05, 1.4849116462e-05, 0.996851833199, 0.995810063692, 7.86189242336e-07, 0.977615893307
3.85e-07, 5e-05, 295, 1.33169835658e-05, 1.40758095928e-05, 1.33594708013e-05, 1.41358436944e-05, 0.996819691727, 0.995753058475, 7.58826027039e-07, 0.97739891974
3.9e-07, 5e-05, 295, 1.26743349805e-05, 1.34070498896e-05, 1.27151854731e-05, 1.34650095834e-05, 0.996787267267, 0.995695532675, 7.32714909068e-07, 0.977182380547
3.95e-07, 5e-05, 295, 1.20698475824e-05, 1.27776327665e-05, 1.21091395881e-05, 1.28336120359e-05, 0.996755177744, 0.995638073735, 7.07785184062e-07, 0.976966323813
4e-07, 5e-05, 295, 1.15008257595e-05, 1.21847965546e-05, 1.15386432514e-05, 1.22388944161e-05, 0.996722535648, 0.995579840817, 6.83970795137e-07, 0.97675067113
4.05e-07, 5e-05, 295, 1.09648179354e-05, 1.16260281771e-05, 1.10012248875e-05, 1.16783228248e-05, 0.996690645585, 0.995522075519, 6.61210241737e-07, 0.976535601948
4.1e-07, 5e-05, 295, 1.04595511458e-05, 1.10989970037e-05, 1.04946111992e-05, 1.11495657205e-05, 0.996659232751, 0.995464512428, 6.39445857911e-07, 0.976321007239
4.15e-07, 5e-05, 295, 9.98293094989e-06, 1.06015547578e-05, 1.00167091766e-05, 1.06504756208e-05, 0.996627811978, 0.995406696874, 6.18623807956e-07, 0.97610691383
4.2e-07, 5e-05, 295, 9.53304090164e-06, 1.01317346482e-05, 9.5655899236e-06, 1.01790726465e-05, 0.996597280228, 0.995349478287, 5.98693746556e-07, 0.975893410135
4.25e-07, 5e-05, 295, 9.10808656068e-06, 9.68769479547e-06, 9.13947410118e-06, 9.73352970687e-06, 0.996565717004, 0.995291028765, 5.79608234788e-07, 0.975680103401
4.3e-07, 5e-05, 295, 8.7064367295e-06, 9.26775992037e-06, 8.73671880804e-06, 9.31215914357e-06, 0.996533930048, 0.995232123665, 5.61323190871e-07, 0.975467231282
4.35e-07, 5e-05, 295, 8.32659480387e-06, 8.8703921287e-06, 8.35580574454e-06, 8.91340067801e-06, 0.996504114437, 0.995174843939, 5.43797324832e-07, 0.975255139878
4.4e-07, 5e-05, 295, 7.96714592617e-06, 8.49413744757e-06, 7.99533051942e-06, 8.53581051867e-06, 0.996474868276, 0.995117854243, 5.26991521398e-07, 0.975043520822
4.45e-07, 5e-05, 295, 7.62677273969e-06, 8.13764176547e-06, 7.65399298022e-06, 8.17805150863e-06, 0.996443654887, 0.995058756585, 5.10869025772e-07, 0.974832004595
4.5e-07, 5e-05, 295, 7.30428921433e-06, 7.79968485741e-06, 7.33058845727e-06, 7.83888420123e-06, 0.996412396755, 0.994999372002, 4.95395643083e-07, 0.974620875684
4.55e-07, 5e-05, 295, 6.9985961102e-06, 7.47913537101e-06, 7.0239998281e-06, 7.51715876956e-06, 0.996383297477, 0.99494178589, 4.80539260814e-07, 0.974410520442
4.6e-07, 5e-05, 295, 6.70864441487e-06, 7.1749137446e-06, 6.73319031676e-06, 7.2118076631e-06, 0.996354491596, 0.99488423427, 4.66269329727e-07, 0.974200649635
4.65e-07, 5e-05, 295, 6.43346684708e-06, 6.8860239752e-06, 6.45719695272e-06, 6.92183893493e-06, 0.996325014429, 0.994825802786, 4.52557128113e-07, 0.973991041348
4.7e-07, 5e-05, 295, 6.17217330997e-06, 6.61154904737e-06, 6.19512462413e-06, 6.6463301737e-06, 0.996295261911, 0.994766867517, 4.39375737406e-07, 0.973781767154
4.75e-07, 5e-05, 295, 5.92393888207e-06, 6.35063870458e-06, 5.94614066442e-06, 6.38442297792e-06, 0.996266186153, 0.994708327838, 4.26699822502e-07, 0.973572990201
4.8e-07, 5e-05, 295, 5.68798341428e-06, 6.10248875238e-06, 5.70946992081e-06, 6.13531792092e-06, 0.996236689776, 0.994649149568, 4.14505338103e-07, 0.973364529097
4.85e-07, 5e-05, 295, 5.46359611047e-06, 5.86636591363e-06, 5.48439025699e-06, 5.89826995766e-06, 0.996208485257, 0.994590948828, 4.02769803158e-07, 0.973156698689
4.9e-07, 5e-05, 295, 5.25009260677e-06, 5.64156428386e-06, 5.2702284475e-06, 5.67258423024e-06, 0.996179322978, 0.994531602332, 3.91471677099e-07, 0.972949051284
4.95e-07, 5e-05, 295, 5.04685917507e-06, 5.42745015004e-06, 5.066356427e-06, 5.45761223508e-06, 0.99615162253, 0.994473391707, 3.80590974976e-07, 0.972742045261
