# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
1.45e-07, 0.000125, 295, -1604.66162594, -1633.62230204, -1605.51452637, -1634.62501373, 0.999468768159, 0.999386579988
1.5e-07, 0.000125, 295, -1419.51538545, -1446.27643394, -1420.29597638, -1447.19863076, 0.99945040263, 0.999362771082
1.55e-07, 0.000125, 295, -1260.51031935, -1285.28938105, -1261.226558, -1286.13966286, 0.999432109444, 0.999338888435
1.6e-07, 0.000125, 295, -1123.30998094, -1146.2983666, -1123.96838585, -1147.08382933, 0.999414214034, 0.999315252547
1.65e-07, 0.000125, 295, -1004.39847894, -1025.7649104, -1005.00541381, -1026.49243899, 0.999396087961, 0.999291247982
1.7e-07, 0.000125, 295, -900.908871754, -920.802617388, -901.469298889, -921.477644926, 0.999378318113, 0.999267450989
1.75e-07, 0.000125, 295, -810.487383639, -829.040895026, -811.005875821, -829.668420915, 0.999360680116, 0.999243642552
1.8e-07, 0.000125, 295, -731.191442845, -748.522583133, -731.671948245, -749.106942931, 0.999343277542, 0.999219924734
1.85e-07, 0.000125, 295, -661.408796246, -677.622730286, -661.854910134, -678.167872095, 0.999325964224, 0.999196155066
1.9e-07, 0.000125, 295, -599.794682494, -614.985487205, -600.209701423, -615.495029356, 0.99930854345, 0.999172142541
1.95e-07, 0.000125, 295, -545.2224134, -559.474454012, -545.609027408, -559.951380676, 0.999291408337, 0.999148271297
2e-07, 0.000125, 295, -496.743544979, -510.132656852, -497.103801671, -510.579283879, 0.999275288802, 0.999125254312
2.05e-07, 0.000125, 295, -453.555130459, -466.149633893, -453.891523925, -466.568701704, 0.999258868146, 0.999101808997
2.1e-07, 0.000125, 295, -414.97612123, -426.837696905, -415.29085698, -427.231639737, 0.999242131762, 0.999077917469
2.15e-07, 0.000125, 295, -380.426178972, -391.610632111, -380.72107695, -391.981478905, 0.999225422505, 0.99905391756
2.2e-07, 0.000125, 295, -349.408721993, -359.966641007, -349.685377129, -360.316179314, 0.999208845566, 0.999029912263
2.25e-07, 0.000125, 295, -321.49746726, -331.474799019, -321.757236388, -331.804563389, 0.9991926549, 0.999006148781
2.3e-07, 0.000125, 295, -296.325003913, -305.763555728, -296.569237733, -306.075061499, 0.999176469475, 0.998982256934
2.35e-07, 0.000125, 295, -273.573922592, -282.511802509, -273.80385571, -282.806436811, 0.99916022688, 0.998958176819
2.4e-07, 0.000125, 295, -252.969169075, -261.441172454, -253.185833771, -261.720108825, 0.999144246371, 0.998934218803
2.45e-07, 0.000125, 295, -234.271524963, -242.309474315, -234.475851477, -242.573774151, 0.999128581843, 0.998910435243
2.5e-07, 0.000125, 295, -217.272355998, -224.905400765, -217.465242867, -225.156084694, 0.999113022076, 0.998886621565
2.55e-07, 0.000125, 295, -201.789233934, -209.044115498, -201.971575034, -209.282191388, 0.999097194245, 0.998862416873
2.6e-07, 0.000125, 295, -187.662407069, -194.563694323, -187.834933609, -194.789999369, 0.999081499183, 0.998838210137
2.65e-07, 0.000125, 295, -174.751509568, -181.321807647, -174.914791399, -181.537010207, 0.999066506442, 0.998814552693
2.7e-07, 0.000125, 295, -162.932646351, -169.192781228, -163.08735994, -169.397650365, 0.999051345305, 0.998790602247
2.75e-07, 0.000125, 295, -152.096559609, -158.065743954, -152.243342386, -158.261003882, 0.999035867355, 0.998766215789
2.8e-07, 0.000125, 295, -142.146729121, -147.842710817, -142.28602109, -148.028882208, 0.999021042491, 0.998742330627
2.85e-07, 0.000125, 295, -132.997333729, -138.436527126, -133.12962528, -138.614176278, 0.99900629517, 0.998718391172
2.9e-07, 0.000125, 295, -124.572148009, -129.769752545, -124.697933835, -129.939445532, 0.998991275782, 0.998694061016
2.95e-07, 0.000125, 295, -116.803429844, -121.773536848, -116.923076054, -121.935706545, 0.998976710038, 0.99867003931
3e-07, 0.000125, 295, -109.630588932, -114.386276698, -109.744499657, -114.54139027, 0.998962037043, 0.998645785846
3.05e-07, 0.000125, 295, -102.999570767, -107.552991298, -103.108080418, -107.70144216, 0.99894761254, 0.998621644623
3.1e-07, 0.000125, 295, -96.8619209305, -101.224377109, -96.9653521456, -101.366543677, 0.998933317801, 0.998597500096
3.15e-07, 0.000125, 295, -91.1741566084, -95.35617251, -91.2728391249, -95.4924372152, 0.998918818376, 0.998573031444
3.2e-07, 0.000125, 295, -85.8973252993, -89.908710406, -85.9914760849, -90.0393393594, 0.998905114904, 0.998549201335
3.25e-07, 0.000125, 295, -80.9961914407, -84.8460970128, -81.0861030865, -84.9714297871, 0.998891158382, 0.998525000996
3.3e-07, 0.000125, 295, -76.4390498813, -80.1360214977, -76.5250247107, -80.2564051059, 0.998876513536, 0.998500012453
3.35e-07, 0.000125, 295, -72.1973978299, -75.7494238122, -72.2796245567, -75.8650885588, 0.998862380271, 0.998475389025
3.4e-07, 0.000125, 295, -68.2453950994, -71.6599492397, -68.3240274383, -71.7710879237, 0.998849126116, 0.998451483916
3.45e-07, 0.000125, 295, -64.5595396737, -67.8436195259, -64.6348027861, -67.9504950559, 0.998835563672, 0.998427155977
3.5e-07, 0.000125, 295, -61.1185910243, -64.2787545675, -61.1907037408, -64.3816215097, 0.998821508627, 0.998402231262
3.55e-07, 0.000125, 295, -57.9033633967, -60.9457624493, -57.9724372218, -61.0447654812, 0.998808505759, 0.998378189659
3.6e-07, 0.000125, 295, -54.8962476217, -57.8266563142, -54.9624609247, -57.9220059856, 0.998795299522, 0.998353826499
3.65e-07, 0.000125, 295, -52.0812658264, -54.9051086635, -52.1448037839, -54.9970207738, 0.998781509319, 0.998328780196
3.7e-07, 0.000125, 295, -49.4439328306, -52.1663103638, -49.5049069257, -52.2549249828, 0.998768322195, 0.998304186276
3.75e-07, 0.000125, 295, -46.9709489538, -49.5966601013, -47.0294825321, -49.6821279146, 0.99875538545, 0.998279707071
3.8e-07, 0.000125, 295, -44.6501723854, -47.1837356452, -44.7063884033, -47.2662057095, 0.998742550675, 0.998255200241
3.85e-07, 0.000125, 295, -42.4704614616, -44.91613408, -42.5245163023, -44.9957879747, 0.998728854661, 0.998229747754
