# L (m), R (m), T (K), P_Drude (mPa), P_Plasma (mPa), P_PFA_Drude (mPa), P_PFA_Plasma (mPa), P_Drude/P_PFA_Drude, P_Plasma/P_PFA_Plasma
3.9e-07, 0.000125, 295, -40.4216950453, -42.7834916363, -40.4736924075, -42.8604566795, 0.99871528, 0.998204287842
3.95e-07, 0.000125, 295, -38.4946431284, -40.7763526882, -38.5445884406, -40.8506558647, 0.998704219861, 0.998181101994
4e-07, 0.000125, 295, -36.6806118229, -38.8858106525, -36.7286422006, -38.9576108862, 0.998692290951, 0.998156965171
4.05e-07, 0.000125, 295, -34.971736, -37.1038028536, -35.0179864183, -37.1732560917, 0.998679238215, 0.99813163426
4.1e-07, 0.000125, 295, -33.3608050071, -35.4229347279, -33.4053849635, -35.4901699548, 0.998665485924, 0.998105525361
4.15e-07, 0.000125, 295, -31.8412679602, -33.8364828003, -31.8841755794, -33.9015168266, 0.998654265998, 0.998081677978
4.2e-07, 0.000125, 295, -30.4068660064, -32.3380267698, -30.4482183986, -32.4009945558, 0.998641878101, 0.998056609468
4.25e-07, 0.000125, 295, -29.0519906214, -30.9218069838, -29.0918496093, -30.9827873316, 0.998629891588, 0.998031799169
4.3e-07, 0.000125, 295, -27.7714682657, -29.5825079193, -27.8098396941, -29.6415231712, 0.99862022116, 0.998009034439
4.35e-07, 0.000125, 295, -26.5602546256, -28.3149525049, -26.5973557552, -28.3722355533, 0.998605082026, 0.997981017456
4.4e-07, 0.000125, 295, -25.4141160397, -27.1147823484, -25.4499274764, -27.1703287468, 0.998592866846, 0.997955622879
4.45e-07, 0.000125, 295, -24.3288357564, -25.9776635357, -24.3634163439, -26.0315464492, 0.998580634714, 0.997930091723
4.5e-07, 0.000125, 295, -23.3005492351, -24.8996215033, -23.3339877749, -24.951943379, 0.998566959916, 0.997903094164
4.55e-07, 0.000125, 295, -22.3258295742, -23.8771258356, -22.3580858584, -23.9278595237, 0.998557287758, 0.997879723089
4.6e-07, 0.000125, 295, -21.40123899, -22.9066411467, -21.4324104338, -22.9558967642, 0.998545593183, 0.997854337035
4.65e-07, 0.000125, 295, -20.5237577431, -21.9850559312, -20.5538962709, -22.0328976356, 0.998533682988, 0.997828624031
4.7e-07, 0.000125, 295, -19.6905555137, -21.1094537005, -19.71969414, -21.1559260113, 0.998522359116, 0.997803343104
4.75e-07, 0.000125, 295, -18.8989589721, -20.277079461, -18.9271535812, -20.3222495145, 0.9985103619, 0.997777310356
4.8e-07, 0.000125, 295, -18.146521068, -19.4854093903, -18.1738072066, -19.5293234911, 0.998498600854, 0.997751376239
4.85e-07, 0.000125, 295, -17.43096023, -18.7320897978, -17.4573563849, -18.774776389, 0.998487963794, 0.99772638617
4.9e-07, 0.000125, 295, -16.7500981125, -18.0148732032, -16.7756581729, -18.056396407, 0.998476360205, 0.997700360424
4.95e-07, 0.000125, 295, -16.1019568855, -17.3317174327, -16.1267133764, -17.3721192938, 0.998464876858, 0.997674327441
5e-07, 0.000125, 295, -15.4846876656, -16.6807127994, -15.5086556325, -16.720017188, 0.998454542582, 0.997649261466
5.05e-07, 0.000125, 295, -14.8965019076, -16.0600120307, -14.9197414145, -16.0982883978, 0.998442365304, 0.997622333123
5.1e-07, 0.000125, 295, -14.3358236086, -15.4679854157, -14.3583408773, -15.5052480374, 0.998431763886, 0.997596773585
5.15e-07, 0.000125, 295, -13.8011081445, -14.9030361272, -13.8229294639, -14.9393194394, 0.998421367955, 0.997571287475
5.2e-07, 0.000125, 295, -13.2909039969, -14.3636630809, -13.3120802012, -14.3990262704, 0.998409249041, 0.997544056879
5.25e-07, 0.000125, 295, -12.8039299213, -13.8485395998, -12.8244566263, -13.882985289, 0.99839940938, 0.997518855741
5.3e-07, 0.000125, 295, -12.3388925893, -13.356327457, -12.3588062846, -13.3898996881, 0.998388703991, 0.997492719753
5.35e-07, 0.000125, 295, -11.8946198959, -12.8858127225, -11.9139547475, -12.9185529667, 0.998377125648, 0.997465641521
5.4e-07, 0.000125, 295, -11.4700464223, -12.4358910424, -11.4888001071, -12.4678032893, 0.998367655056, 0.997440427458
5.45e-07, 0.000125, 295, -11.0640952759, -12.0054469825, -11.0823079034, -12.0365782864, 0.998356603362, 0.99741360849
5.5e-07, 0.000125, 295, -10.6758172508, -11.5934959691, -10.693506447, -11.623870259, 0.998345800204, 0.997386903913
5.55e-07, 0.000125, 295, -10.3043133884, -11.1991053592, -10.3214825043, -11.2287317543, 0.998336564937, 0.997361554653
5.6e-07, 0.000125, 295, -9.94869828921, -10.821356807, -9.9653773135, -10.8502714777, 0.998326302781, 0.99733512007
5.65e-07, 0.000125, 295, -9.60817274029, -10.4594205408, -9.62438290379, -10.4876505167, 0.998315719183, 0.997308264999
5.7e-07, 0.000125, 295, -9.28198084305, -10.112511519, -9.29773869114, -10.1400788461, 0.998305195638, 0.997281349827
5.75e-07, 0.000125, 295, -8.96941083087, -9.77989019605, -8.98472832981, -9.80681209534, 0.998295162816, 0.997254775657
5.8e-07, 0.000125, 295, -8.66978001733, -9.46084719607, -8.68467679666, -9.48714855416, 0.998284705386, 0.997227685649
5.85e-07, 0.000125, 295, -8.38246388947, -9.15473303003, -8.39694769038, -9.18042639772, 0.998275111214, 0.9972012882
5.9e-07, 0.000125, 295, -8.10685558366, -8.86091659023, -8.12094072702, -8.88602111295, 0.998265577372, 0.997174829724
5.95e-07, 0.000125, 295, -7.84238388862, -8.57880354073, -7.8560894175, -8.60334311105, 0.998255426058, 0.997147670388
6e-07, 0.000125, 295, -7.58852222965, -8.30784569223, -7.60185891135, -8.33183551031, 0.998245602575, 0.99712070431
6.05e-07, 0.000125, 295, -7.34476767336, -8.04751925408, -7.35774399447, -8.07097207661, 0.998236372302, 0.997094176227
6.1e-07, 0.000125, 295, -7.11062940778, -7.79731310078, -7.12326722758, -7.82025530819, 0.998225839437, 0.997066309666
6.15e-07, 0.000125, 295, -6.88567007662, -7.55677124259, -6.89797721594, -7.57921465478, 0.998215833579, 0.997038820879
6.2e-07, 0.000125, 295, -6.66946804435, -7.32545401433, -6.68144699904, -7.34740485984, 0.998207131675, 0.997012435556
6.25e-07, 0.000125, 295, -6.46160599085, -7.10292632307, -6.47327255142, -7.12440441675, 0.99819773376, 0.996985278709
6.3e-07, 0.000125, 295, -6.2617006941, -6.88878835017, -6.27307138647, -6.90981413051, 0.998187380365, 0.99695711347
6.35e-07, 0.000125, 295, -6.06940891447, -6.68268154223, -6.08048125455, -6.70325577638, 0.99817903557, 0.996930710265
6.4e-07, 0.000125, 295, -5.88436654187, -6.48422596005, -5.8951589296, -6.50437084909, 0.998169279599, 0.99690286893
6.45e-07, 0.000125, 295, -5.70625750375, -6.29309131541, -5.71677907651, -6.31281939525, 0.998159527835, 0.996874917749
6.5e-07, 0.000125, 295, -5.53477654004, -6.1089585349, -5.54503319425, -6.1282789232, 0.998150298861, 0.996847338618
6.55e-07, 0.000125, 295, -5.36963206659, -5.93152275022, -5.37962862803, -5.95044338408, 0.998141774807, 0.996820298482
6.6e-07, 0.000125, 295, -5.21053429918, -5.76048105829, -5.22028764685, -5.77902221985, 0.998131645546, 0.996791643835
6.65e-07, 0.000125, 295, -5.05724019628, -5.59557889699, -5.06674658068, -5.61373947265, 0.998123769514, 0.996764977115
6.7e-07, 0.000125, 295, -4.9094797268, -5.4365338803, -4.91875501338, -5.45433295148, 0.998114301983, 0.996736709816
6.75e-07, 0.000125, 295, -4.76702631858, -5.28310860005, -4.77607502736, -5.30055345206, 0.998105408997, 0.996708862165
6.8e-07, 0.000125, 295, -4.62965141374, -5.13506367317, -4.63848049649, -5.15216402623, 0.998096557104, 0.996680937761
6.85e-07, 0.000125, 295, -4.49714332099, -4.99217720719, -4.50575642327, -5.00893929703, 0.998088422572, 0.996653564989
6.9e-07, 0.000125, 295, -4.36928618873, -4.8542230656, -4.37769831803, -4.87066481685, 0.998078412745, 0.996624331201
6.95e-07, 0.000125, 295, -4.2459031183, -4.72101546063, -4.25411161659, -4.73713646533, 0.998070455354, 0.996596888264
7e-07, 0.000125, 295, -4.12679743047, -4.59234823717, -4.134811134, -4.60815988423, 0.998061893694, 0.996568772036
7.05e-07, 0.000125, 295, -4.01179310007, -4.46803660118, -4.01962055201, -4.48354994718, 0.998052688846, 0.996539941301
7.1e-07, 0.000125, 295, -3.90072774131, -4.3479099819, -3.90837193744, -4.36313026118, 0.998044148243, 0.996511614744
7.15e-07, 0.000125, 295, -3.79344191656, -4.23180088536, -3.80090529018, -4.24673269865, 0.998036422102, 0.996483929092
7.2e-07, 0.000125, 295, -3.68977736813, -4.11954309529, -3.69706811823, -4.1341969573, 0.998027964357, 0.996455451406
7.25e-07, 0.000125, 295, -3.58958965321, -4.01098471918, -3.59671503814, -4.02537014626, 0.998018918693, 0.996426309492
7.3e-07, 0.000125, 295, -3.49274779818, -3.90598792988, -3.49970739921, -3.92010639664, 0.998011376312, 0.996398448072
7.35e-07, 0.000125, 295, -3.39910958675, -3.80440323275, -3.40591293007, -3.8182664952, 0.998002490533, 0.996369226071
7.4e-07, 0.000125, 295, -3.30855628795, -3.70610555501, -3.3152054056, -3.71971753902, 0.997994357259, 0.996340586653
7.45e-07, 0.000125, 295, -3.22096243878, -3.61096286436, -3.22746433366, -3.62433261055, 0.997985447952, 0.996311115003
7.5e-07, 0.000125, 295, -3.13622108726, -3.51886239497, -3.14257465974, -3.53199047125, 0.997978227035, 0.996283094083
7.55e-07, 0.000125, 295, -3.05421403785, -3.42967970801, -3.06042648869, -3.44257527275, 0.997970070228, 0.996254093602
7.6e-07, 0.000125, 295, -2.97483990408, -3.34330786232, -2.98091482232, -3.3559762845, 0.997962062451, 0.996225115702
7.65e-07, 0.000125, 295, -2.89799587952, -3.25963847773, -2.90393931189, -3.27208763674, 0.997953320737, 0.996195346704
7.7e-07, 0.000125, 295, -2.82359327107, -3.17857787508, -2.82940402472, -3.1908080781, 0.997946297663, 0.996167051505
7.75e-07, 0.000125, 295, -2.75153043218, -3.10001890737, -2.75721722365, -3.11204074641, 0.997937488779, 0.996136991761
