# L (m), R (m), T (K), F_Drude (N), F_Plasma (N), F_PFA_Drude (N), F_PFA_Plasma (N), F_Drude/F_PFA_Drude, F_Plasma/F_PFA_Plasma, F_Plasma_xi0 (N), F_Plasma_xi0/F_PFA_Plasma_xi0
1.45e-07, 0.000125, 295, -6.79038823741e-11, -7.00353128608e-11, -6.79570010122e-11, -7.01075606784e-11, 0.999218349291, 0.99896947181, -2.13143048669e-12, 0.991105022628
1.5e-07, 0.000125, 295, -6.19752880541e-11, -6.39973851574e-11, -6.20252039126e-11, -6.40658582251e-11, 0.999195232658, 0.99893120814, -2.02209710328e-12, 0.990906245531
1.55e-07, 0.000125, 295, -5.67208582969e-11, -5.86418232968e-11, -5.67678388363e-11, -5.87068200121e-11, 0.999172409232, 0.998892859205, -1.92096499981e-12, 0.990708431684
1.6e-07, 0.000125, 295, -5.20467538838e-11, -5.38739864229e-11, -5.2091038414e-11, -5.39357746405e-11, 0.999149862788, 0.998854411232, -1.82723253907e-12, 0.990511550016
1.65e-07, 0.000125, 295, -4.78744888354e-11, -4.96146827517e-11, -4.79162914691e-11, -4.96735029742e-11, 0.999127590378, 0.998815863207, -1.74019391633e-12, 0.990315571726
1.7e-07, 0.000125, 295, -4.41380603027e-11, -4.57972860004e-11, -4.41775729232e-11, -4.58533545553e-11, 0.999105595489, 0.998777220218, -1.65922569774e-12, 0.990120470316
1.75e-07, 0.000125, 295, -4.07816778787e-11, -4.23654533973e-11, -4.08190738537e-11, -4.24189663364e-11, 0.999083860278, 0.998738466689, -1.58377551866e-12, 0.98992622051
1.8e-07, 0.000125, 295, -3.77579575355e-11, -3.92713100928e-11, -3.77933935296e-11, -3.93224451681e-11, 0.999062375967, 0.998699595738, -1.51335255727e-12, 0.989732798532
1.85e-07, 0.000125, 295, -3.50264718773e-11, -3.64739913461e-11, -3.50600898365e-11, -3.6522910139e-11, 0.999041133114, 0.998660599805, -1.44751946875e-12, 0.989540182231
1.9e-07, 0.000125, 295, -3.2552581471e-11, -3.39384669999e-11, -3.25845097708e-11, -3.3985316198e-11, 0.99902013871, 0.998621487061, -1.38588552891e-12, 0.989348351025
1.95e-07, 0.000125, 295, -3.03064851379e-11, -3.16345859219e-11, -3.0336840326e-11, -3.16794991763e-11, 0.9989993952, 0.998582261224, -1.32810078396e-12, 0.989157285672
2e-07, 0.000125, 295, -2.82624442061e-11, -2.9536295244e-11, -2.82913339315e-11, -2.95793962045e-11, 0.99897884895, 0.998542872201, -1.2738510379e-12, 0.988966965774
2.05e-07, 0.000125, 295, -2.63981855486e-11, -2.76210392992e-11, -2.64256730063e-11, -2.76624059517e-11, 0.998959819957, 0.998504589495, -1.22285375057e-12, 0.988777532937
2.1e-07, 0.000125, 295, -2.46942315607e-11, -2.58690850713e-11, -2.47204460244e-11, -2.590886097e-11, 0.99893956348, 0.998464776253, -1.17485351067e-12, 0.988588636561
2.15e-07, 0.000125, 295, -2.31336918555e-11, -2.4263311948e-11, -2.31587134701e-11, -2.43015904333e-11, 0.998919559384, 0.998424856782, -1.1296200925e-12, 0.988400439292
2.2e-07, 0.000125, 295, -2.17017435477e-11, -2.27886883398e-11, -2.17256466324e-11, -2.28255561407e-11, 0.998899775683, 0.998384801638, -1.08694479212e-12, 0.988212924735
2.25e-07, 0.000125, 295, -2.03853729861e-11, -2.14320112251e-11, -2.04082257239e-11, -2.1467548207e-11, 0.998880219274, 0.99834461851, -1.04663823897e-12, 0.988026078627
2.3e-07, 0.000125, 295, -1.91731211262e-11, -2.01816494076e-11, -1.91949865386e-11, -2.02159296032e-11, 0.998860878992, 0.998304297838, -1.00852828146e-12, 0.987839886899
2.35e-07, 0.000125, 295, -1.80548706483e-11, -1.90273287882e-11, -1.80758070174e-11, -1.90604208691e-11, 0.99884174637, 0.998263832623, -9.72458139907e-13, 0.987654335971
