# optical data by Diego Dalvit, omegap = 9eV
# T = 295K
# R = 148200nm
#
# P_PR = pi³*hbar*c*R/(120*L^4)
#
# order of finite difference formula: 8
# stepsize: 0
#
# L (nm), P_Drude/F_PR, P_PFA_Drude/P_PR, P_plasma/P_PR, P_PFA_plasma/P_PR, 1-P_Drude/P_PFA_Drude, 1-P_plasma/P_PFA_plasma
114, 0.494350205348, 0.494522371719, 0.500830539319, 0.501027358158, 0.00034814677882, 0.000392830522187
118, 0.501728004673, 0.501909828386, 0.508622919498, 0.508831556254, 0.000362263702802, 0.000410031086747
122, 0.508861213742, 0.509052126074, 0.516177493018, 0.516397473043, 0.000375034937156, 0.000425989739662
126, 0.515760606969, 0.515960464505, 0.523504666791, 0.523735944972, 0.000387350484958, 0.000441593102025
130, 0.522435825765, 0.522645335058, 0.530613762156, 0.530857123678, 0.000400863221123, 0.000458431301849
134, 0.528897901011, 0.529116583183, 0.53751545344, 0.537770536636, 0.000413296766449, 0.00047433464365
138, 0.53515536251, 0.535383462764, 0.54421801455, 0.544485140114, 0.0004260502421, 0.000490602120912
142, 0.541217241757, 0.541454684458, 0.550730173657, 0.551009365898, 0.000438527372858, 0.000506692368692
146, 0.547091571396, 0.547338458328, 0.557059710341, 0.557351162733, 0.00045106812346, 0.000522924164576
150, 0.552786260535, 0.553042532253, 0.563214286375, 0.56351803334, 0.000463385188069, 0.000539019067133
154, 0.558308453951, 0.558574226125, 0.569200818438, 0.569517067329, 0.00047580457948, 0.000555293088755
158, 0.563665301254, 0.563940462659, 0.575026238426, 0.575354971398, 0.000487926338245, 0.000571356794969
162, 0.568863175772, 0.569147795453, 0.580696718007, 0.58103809591, 0.000500080442125, 0.00058753101689
166, 0.573908308129, 0.574202434332, 0.586218296636, 0.586572459585, 0.000512234337046, 0.000603783800529
170, 0.578806788121, 0.579110268458, 0.591596885957, 0.591963771707, 0.000524045858195, 0.000619777370547
174, 0.583563834521, 0.583876887446, 0.596837535581, 0.597217452472, 0.000536162557019, 0.000636144990434
178, 0.588185218717, 0.588507600707, 0.601945841072, 0.602338651665, 0.000547795795963, 0.000652142431199
182, 0.592675574035, 0.593007455205, 0.606926318166, 0.607332265523, 0.000559657669874, 0.000668410653837
186, 0.597039984636, 0.597381251849, 0.61178388527, 0.612202952815, 0.000571272051333, 0.000684523887956
190, 0.601282841061, 0.601633560389, 0.616522801407, 0.616955149187, 0.00058294508755, 0.000700776678158
194, 0.60540869727, 0.605768733633, 0.621147500546, 0.621593080356, 0.00059434623098, 0.000716835215762
198, 0.609421455119, 0.609790920005, 0.625661761956, 0.626120774963, 0.000605887811186, 0.000733106176629
202, 0.613325291917, 0.613704075812, 0.630069646338, 0.630542075552, 0.000617209353068, 0.000749242965119
206, 0.617123855573, 0.617511976007, 0.634374698318, 0.634860649774, 0.000628522926572, 0.000765445860774
210, 0.620820790021, 0.621218224833, 0.638580459199, 0.639079999832, 0.000639766827184, 0.000781655869602
214, 0.624419566039, 0.624826265108, 0.642690302238, 0.643203471996, 0.00065089944487, 0.000797834247776
218, 0.627923446223, 0.628339387347, 0.646707399629, 0.64723426508, 0.000661968886546, 0.000814025893028
222, 0.631335573146, 0.631760738012, 0.650634814151, 0.651175438742, 0.00067298399634, 0.000830228781462
226, 0.634658928973, 0.635093327483, 0.654475432589, 0.65502992058, 0.000683991613386, 0.00084650788167
230, 0.637896458068, 0.638340037065, 0.658232115592, 0.658800513425, 0.000694894524242, 0.000862776852131
234, 0.641050949828, 0.641503625987, 0.661907600539, 0.662489901844, 0.000705648637385, 0.000878958763013
238, 0.644124966013, 0.644586737743, 0.665504374038, 0.66610065829, 0.000716384162487, 0.000895186402574
242, 0.647121073131, 0.647591906068, 0.66902492017, 0.669635248874, 0.000727051917608, 0.000911434552431
246, 0.65004166019, 0.650521560559, 0.672471572083, 0.673096038778, 0.000737716316722, 0.000927752740451
250, 0.652889067358, 0.65337803194, 0.67584661064, 0.676485297344, 0.00074836397751, 0.000944125032827
254, 0.655665676306, 0.65616355702, 0.67915235594, 0.679805202851, 0.000758775321147, 0.000960344092805
258, 0.658373543233, 0.658880283396, 0.682390814536, 0.683057847011, 0.000769092923208, 0.000976538777951
262, 0.661014582488, 0.661530273639, 0.68556384195, 0.686245239203, 0.000779542785159, 0.000992935490476
266, 0.663590897174, 0.664115509717, 0.688673478652, 0.689369310549, 0.000789941711783, 0.00100937463604
270, 0.666104462634, 0.666637896684, 0.691721670329, 0.69243191731, 0.00080018560655, 0.00102572825326
274, 0.668557102691, 0.669099266399, 0.694710209779, 0.695434844958, 0.000810288898812, 0.00104198859797
278, 0.67095050081, 0.671501381034, 0.697640706123, 0.698379811172, 0.00082037094668, 0.00105831388234
282, 0.673286306289, 0.673845936136, 0.700514758296, 0.701268469177, 0.000830501182752, 0.0010747822185
286, 0.675566226993, 0.676134564006, 0.70333405095, 0.704102410354, 0.000840567903264, 0.00109126086206
290, 0.677791850887, 0.678368836424, 0.706100142259, 0.706883167597, 0.000850548412569, 0.00110771535365
294, 0.679964741237, 0.680550267506, 0.70881455755, 0.709612217726, 0.000860371816042, 0.001124078976
298, 0.682086253212, 0.682680316085, 0.711478606176, 0.712290983729, 0.000870191888272, 0.001140513598
302, 0.684157777899, 0.684760388508, 0.714093639878, 0.714920837678, 0.000880031349521, 0.00115704810436
306, 0.68618075747, 0.686791840821, 0.716661069492, 0.717503102752, 0.000889765012362, 0.00117356044314
310, 0.688156485567, 0.688775980798, 0.719182170886, 0.720039055077, 0.000899414684202, 0.00119005237997
314, 0.690086208748, 0.690714070438, 0.721658164313, 0.722529926315, 0.000909003764371, 0.0012065410308
318, 0.691971067059, 0.692607327518, 0.724090140859, 0.724976905352, 0.000918645290606, 0.00122316240135
322, 0.693812319186, 0.694456927847, 0.726479331875, 0.727381139772, 0.000928219785208, 0.00123980104447
326, 0.69561126861, 0.696264006925, 0.728827023898, 0.729743738339, 0.000937486798818, 0.00125621419206
330, 0.697368702126, 0.698029661442, 0.73113397239, 0.732065771818, 0.000946892880281, 0.00127283567175
334, 0.699085627585, 0.69975495132, 0.733401172619, 0.73434827536, 0.000956511610224, 0.00128971875147
338, 0.700763443571, 0.701440900772, 0.735629996534, 0.736592249184, 0.000965807953821, 0.00130635728438
342, 0.702403102809, 0.703088500242, 0.737821358713, 0.7387986608, 0.000974838064689, 0.00132282601293
346, 0.704005336338, 0.704698707318, 0.739975980189, 0.740968445553, 0.00098392543143, 0.00133941650382
350, 0.70557090695, 0.70627244853, 0.742094607267, 0.743102508718, 0.000993301637638, 0.00135634241495
354, 0.707101054715, 0.707810620137, 0.744178447994, 0.745201725904, 0.00100247919801, 0.00137315558151
358, 0.708596769207, 0.709314089804, 0.746228477488, 0.747266945047, 0.00101128767454, 0.00138968753487
362, 0.7100583444, 0.710783697257, 0.748244966416, 0.749298986677, 0.00102049731859, 0.00140667514452
366, 0.711486990364, 0.712220255874, 0.750229100228, 0.751298645843, 0.00102954880028, 0.00142359582445
370, 0.712883732806, 0.713624553211, 0.752181918156, 0.753266692335, 0.00103810946786, 0.0014400931167
374, 0.714248627222, 0.71499735252, 0.754103461139, 0.755203872032, 0.0010471721262, 0.00145710441079
378, 0.715582867083, 0.716339393214, 0.755994845597, 0.757110908059, 0.00105610013631, 0.00147410696365
382, 0.716887373504, 0.717651392006, 0.757856946752, 0.758988500991, 0.00106460951658, 0.00149087138684
386, 0.718162321456, 0.718934043918, 0.7596900721, 0.760837330508, 0.00107342595468, 0.001507889218
390, 0.719408709115, 0.720188022689, 0.761495237689, 0.762658055436, 0.00108209738148, 0.00152469083489
394, 0.720627135341, 0.721413982064, 0.763272795459, 0.764451314884, 0.0010907006824, 0.00154165399667
398, 0.721818105106, 0.72261255608, 0.765023280521, 0.766217729226, 0.00109941484782, 0.00155888941192
402, 0.722982530156, 0.72378436001, 0.766747753225, 0.767957900099, 0.00110782975934, 0.00157579845642
406, 0.724120756601, 0.724929991214, 0.768446453546, 0.769672411939, 0.00111629346622, 0.00159283140942
410, 0.725233362874, 0.726050029418, 0.770119955357, 0.771361831804, 0.00112480753581, 0.00160997912452
414, 0.726321045794, 0.72714503756, 0.771768938224, 0.773026710379, 0.00113318763528, 0.00162707463814
418, 0.727384285268, 0.728215562541, 0.773393875994, 0.774667582866, 0.00114152637743, 0.00164419797622
422, 0.728423728325, 0.729262135451, 0.774995404252, 0.776284968858, 0.00114966496291, 0.00166120001974
426, 0.729439609047, 0.730285272315, 0.776573762982, 0.777879373254, 0.00115799030966, 0.00167842253888
430, 0.730432602754, 0.731285474786, 0.778129577278, 0.779451287093, 0.00116626414998, 0.00169569264448
434, 0.731403115629, 0.732263230291, 0.779663270103, 0.781001187343, 0.00117459763951, 0.00171307964833
438, 0.732351870645, 0.733219012715, 0.781175533775, 0.782529537762, 0.00118265082475, 0.00173029121898
442, 0.733279099909, 0.734153283038, 0.782666625944, 0.784036789684, 0.00119073652405, 0.00174757582537
446, 0.734185395724, 0.735066489407, 0.784137104142, 0.785523381721, 0.00119865848198, 0.00176478207001
450, 0.735071033639, 0.735959067772, 0.785587242163, 0.786989740699, 0.00120663522063, 0.00178210523462
454, 0.735936553492, 0.736831442474, 0.787017563948, 0.788436281823, 0.00121450976462, 0.00179940713916
458, 0.736782108471, 0.737684026251, 0.788428221659, 0.789863409474, 0.00122263428275, 0.00181700759586
462, 0.73760833583, 0.738517220827, 0.789819843146, 0.791271516933, 0.00123068896868, 0.00183460892447
466, 0.738415741128, 0.739331417479, 0.791192932629, 0.792660987078, 0.00123851946364, 0.00185205841186
470, 0.739204760819, 0.740126996953, 0.792547904202, 0.794032193076, 0.00124605120101, 0.00186930566119
474, 0.739975520442, 0.740904330108, 0.793884890246, 0.79538549797, 0.00125361619363, 0.00188664204716
478, 0.740728232156, 0.741663778097, 0.795204072909, 0.796721255519, 0.00126141517047, 0.00190428283318
482, 0.741463249789, 0.742405692937, 0.796505823922, 0.798039810249, 0.00126944493623, 0.00192219273611
486, 0.742181389381, 0.743130417398, 0.797790937205, 0.799341498204, 0.0012770679209, 0.00193979794961
490, 0.742882651842, 0.743838285582, 0.799059422879, 0.800626646512, 0.00128473319989, 0.00195749621819
