# optical data by Diego Dalvit, omegap = 9eV
# T = 295K
# R = 31400nm
#
# P_PR = pi³*hbar*c*R/(120*L^4)
#
# order of finite difference formula: 8
# stepsize: 0
#
# L (nm), P_Drude/F_PR, P_PFA_Drude/P_PR, P_plasma/P_PR, P_PFA_plasma/P_PR, 1-P_Drude/P_PFA_Drude, 1-P_plasma/P_PFA_plasma
478, 0.737231412533, 0.741663778097, 0.790140937991, 0.796721255519, 0.0059762465089, 0.00825924686014
482, 0.737941351778, 0.742405692937, 0.791391678608, 0.798039810249, 0.00601334445747, 0.00833057643845
486, 0.73863421744, 0.743130417398, 0.792625402068, 0.799341498204, 0.00605035112645, 0.00840203611414
490, 0.739310602685, 0.743838285582, 0.793842699865, 0.800626646512, 0.00608691833361, 0.00847329610721
494, 0.739970705442, 0.744529623062, 0.795043758442, 0.801895574156, 0.00612321857857, 0.00854452366933
498, 0.740614640512, 0.745204747404, 0.796228688432, 0.803148591987, 0.00615952448961, 0.00861596922994
502, 0.741242694484, 0.74586396802, 0.797397770292, 0.804386003448, 0.00619586645054, 0.00868766130459
506, 0.741855442608, 0.746507586701, 0.798551576924, 0.805608104076, 0.00623187784725, 0.00875925542024
510, 0.742453091985, 0.747135897713, 0.799690308093, 0.806815182253, 0.00626767599054, 0.00883086277653
514, 0.743036080832, 0.747749188299, 0.8008143942, 0.80800751917, 0.00630305928812, 0.00890229954377
518, 0.743604254831, 0.748347738474, 0.801923676813, 0.809185389543, 0.00633860890975, 0.00897410262745
522, 0.744158244898, 0.748931821537, 0.803018785271, 0.810349061043, 0.00637384672574, 0.0090458249722
526, 0.744697962063, 0.749501704196, 0.804099626311, 0.811498795038, 0.00640924777918, 0.00911790476125
530, 0.745224128536, 0.750057646708, 0.805166914332, 0.812634846645, 0.00644419558035, 0.00918977612616
534, 0.745736708877, 0.750599903316, 0.806220605534, 0.813757464801, 0.00647907682611, 0.00926180046626
538, 0.746236265293, 0.751128722049, 0.807261260624, 0.814866892917, 0.00651347313941, 0.00933358853977
542, 0.746722600961, 0.751644345166, 0.808288681988, 0.815963368313, 0.00654796944437, 0.0094056750865
546, 0.747196147057, 0.752147009194, 0.809303297879, 0.8170471229, 0.00658230648504, 0.00947781933767
550, 0.747657084281, 0.752636945368, 0.810305282038, 0.818118383204, 0.00661655146861, 0.00955008630349
554, 0.748105661078, 0.753114379356, 0.811294875215, 0.819177370414, 0.00665067407465, 0.00962245233215
558, 0.748542219428, 0.753579531721, 0.812272418694, 0.820224300998, 0.00668451315422, 0.00969476555896
562, 0.748966900783, 0.754032617983, 0.81323805172, 0.821259386117, 0.00671816719695, 0.0097671144255
566, 0.749380032, 0.754473848701, 0.814192098141, 0.822282832276, 0.00675148212135, 0.00983935674835
570, 0.749781505816, 0.754903429895, 0.815134443378, 0.823294841325, 0.0067848732388, 0.00991187790522
574, 0.750171511742, 0.755321562734, 0.816065272193, 0.824295610471, 0.00681835558008, 0.00998469259493
578, 0.75055059103, 0.755728443976, 0.816985128086, 0.825285332906, 0.00685147289038, 0.010057375903
582, 0.75091868583, 0.756124266013, 0.817893948138, 0.826264197147, 0.00688455643769, 0.0101302332081
586, 0.751276399587, 0.756509216994, 0.818792336218, 0.827232387697, 0.00691705704164, 0.010202757538
590, 0.751623201427, 0.756883480874, 0.819679749168, 0.828190085021, 0.0069499197432, 0.0102758243631
594, 0.751960129823, 0.757247237796, 0.820557230477, 0.829137465653, 0.00698201024656, 0.0103483867642
598, 0.752286364746, 0.757600663789, 0.821423947232, 0.830074702188, 0.00701464412175, 0.0104216583558
602, 0.752602935407, 0.757943931157, 0.822280941508, 0.831001963873, 0.00704668977554, 0.0104945869499
606, 0.75290948992, 0.75827720851, 0.823127844586, 0.831919415949, 0.00707883413825, 0.0105678160591
610, 0.753206367749, 0.758600660862, 0.823965003408, 0.832827220273, 0.00711084684179, 0.0106411229717
614, 0.75349383535, 0.758914449665, 0.824792674498, 0.833725535276, 0.00714258941538, 0.0107143902879
618, 0.753771886726, 0.759218733164, 0.825610849762, 0.834614516054, 0.00717427824121, 0.0107878141571
622, 0.754040926748, 0.759513666078, 0.82641993842, 0.835494314335, 0.00720558374975, 0.0108610863769
626, 0.754300869346, 0.759799399973, 0.827219842426, 0.836365079068, 0.00723681885897, 0.0109345032095
630, 0.754551828232, 0.760076083271, 0.828010680279, 0.837226955721, 0.0072680290305, 0.0110080968833
634, 0.754794043924, 0.760343861333, 0.828792689526, 0.838080086908, 0.0072990888617, 0.0110817540313
638, 0.755027565217, 0.760602876472, 0.829565911612, 0.838924612319, 0.00733012118045, 0.0111555920161
642, 0.755252557346, 0.760853268305, 0.830330514956, 0.839760668802, 0.00736109206915, 0.0112295731357
646, 0.75546935692, 0.761095173399, 0.8310868307, 0.840588390433, 0.00739173847929, 0.011303462957
650, 0.755677958226, 0.761328725642, 0.831834852612, 0.841407908468, 0.00742224380248, 0.011377425574
654, 0.755878501435, 0.761554056233, 0.832574720024, 0.8422193519, 0.00745259611157, 0.0114514489061
658, 0.756071226695, 0.761771293754, 0.833306669358, 0.84302284677, 0.00748264880144, 0.0115254022471
662, 0.756256061769, 0.761980564231, 0.834030630915, 0.843818516754, 0.00751266204343, 0.0115995153524
666, 0.756433130066, 0.762181991139, 0.8347467185, 0.84460648309, 0.00754263566989, 0.0116737969542
670, 0.756602600916, 0.762375695731, 0.835455102888, 0.845386864637, 0.00757250637344, 0.0117481855525
674, 0.756764625909, 0.762561796675, 0.836155935945, 0.846159777937, 0.00760223078501, 0.0118226394747
678, 0.756919146456, 0.76274041041, 0.836849149086, 0.846925337147, 0.00763203820654, 0.0118973746791
682, 0.757066531705, 0.762911651123, 0.837535121736, 0.847683654604, 0.00766159411674, 0.0119720756835
686, 0.757206967101, 0.763075630804, 0.838214034673, 0.848434840091, 0.00769080215228, 0.0120466592548
690, 0.757340151336, 0.763232459304, 0.838885577821, 0.849179001431, 0.00772020096428, 0.0121216181669
694, 0.757466777388, 0.763382244379, 0.839550454774, 0.849916244402, 0.00774902355302, 0.0121962483904
698, 0.757586559528, 0.763525091688, 0.840208365666, 0.850646672779, 0.00777778258311, 0.0122710256169
702, 0.757699412074, 0.763661105089, 0.840859225766, 0.85137038839, 0.00780672601414, 0.012346168915
706, 0.757805855948, 0.763790386298, 0.841503561707, 0.852087491157, 0.00783530462906, 0.0124211768852
710, 0.757905597634, 0.763913035202, 0.842141070147, 0.852798079019, 0.00786403332708, 0.0124965207294
714, 0.757999067479, 0.764029149838, 0.842772190146, 0.853502248489, 0.00789247682497, 0.0125717985653
718, 0.758086136682, 0.764138826436, 0.843396781474, 0.854200093903, 0.00792092947572, 0.0126472854611
722, 0.758167090373, 0.764242159458, 0.84401513525, 0.854891708007, 0.00794914152525, 0.0127227491557
726, 0.758241953518, 0.764339241644, 0.844627269538, 0.855577181858, 0.00797720147637, 0.0127982753071
730, 0.758310571749, 0.764430163987, 0.845233022923, 0.856256604862, 0.00800543009178, 0.012874156972
734, 0.758373678899, 0.764515016031, 0.845833149004, 0.856930064814, 0.00803298431339, 0.0129496166207
738, 0.758430783524, 0.764593885507, 0.846427134004, 0.857597647933, 0.00806062159257, 0.0130253551366
742, 0.75848203987, 0.764666858651, 0.847015142176, 0.858259438898, 0.00808825269593, 0.0131012794182
746, 0.758527853638, 0.764734020161, 0.847597585127, 0.858915520767, 0.00811545760953, 0.013177006779
750, 0.758567586442, 0.764795453239, 0.848173795543, 0.8595659755, 0.00814317968447, 0.013253409606
754, 0.75860197188, 0.764851239621, 0.848744531816, 0.860210883231, 0.0081705662714, 0.0133296981462
758, 0.75863101346, 0.764901459611, 0.849309787887, 0.860850322829, 0.00819771759194, 0.0134059715559
762, 0.758654557893, 0.764946192114, 0.849869400514, 0.861484371788, 0.00822493697629, 0.0134825095554
766, 0.758673215226, 0.764985514602, 0.850424007787, 0.862113106262, 0.00825152797725, 0.0135586599826
770, 0.758686321673, 0.765019503408, 0.850972914888, 0.862736601092, 0.00827845787869, 0.0136353160267
774, 0.75869439369, 0.765048233351, 0.851516647652, 0.863354929838, 0.00830514911831, 0.0137119529606
778, 0.758697427467, 0.765071778043, 0.852055209194, 0.863968164805, 0.00833170267039, 0.0137886511287
782, 0.758695305011, 0.765090209844, 0.852588455822, 0.864576377072, 0.00835836709273, 0.0138656590303
786, 0.758688607663, 0.765103599892, 0.853116993655, 0.865179636404, 0.00838447529186, 0.0139423562936
790, 0.758676848456, 0.765112018126, 0.853640326242, 0.865778011748, 0.00841075491907, 0.0140193968213
794, 0.758660286972, 0.765115533317, 0.854158706834, 0.866371570533, 0.00843695633449, 0.0140965656245
798, 0.758639055593, 0.76511421309, 0.854672279117, 0.866960379193, 0.00846299465608, 0.0141737735326
802, 0.758613130117, 0.765108123947, 0.855181008403, 0.867544503065, 0.00848898819209, 0.0142511359574
806, 0.758582675751, 0.765097331235, 0.855685066616, 0.868124006409, 0.00851480617962, 0.0143285287599
810, 0.758547690629, 0.765081899419, 0.856184443121, 0.868698952432, 0.008540535066, 0.0144060370702
814, 0.758508252652, 0.765061891714, 0.856679220108, 0.869269403315, 0.00856615540875, 0.0144836378211
818, 0.758464416799, 0.765037370375, 0.857169446399, 0.869835420225, 0.00859167647313, 0.0145613452057
822, 0.758416168695, 0.765008396654, 0.85765511623, 0.870397063349, 0.00861719686776, 0.01463923496
826, 0.758363649249, 0.764975030816, 0.858136356749, 0.870954391778, 0.00864261093598, 0.0147172287666
830, 0.758306989503, 0.764937332161, 0.858613306934, 0.871507464046, 0.0086678246431, 0.0147952342849
834, 0.758246159293, 0.764895359048, 0.859085934882, 0.87205633736, 0.00869295345595, 0.0148733538443
838, 0.758181239464, 0.764849168909, 0.859554326108, 0.872601068158, 0.00871796651632, 0.0149515540683
842, 0.758112513628, 0.764798818271, 0.86001875281, 0.873141711994, 0.00874256665046, 0.0150295868401
846, 0.758039454194, 0.764744362775, 0.860478689951, 0.873678323548, 0.00876751618936, 0.0151081161574
850, 0.757962554683, 0.764685857133, 0.860934639866, 0.87421095665, 0.0087922411364, 0.0151866282196
854, 0.757881875445, 0.764623355395, 0.861386655568, 0.874739664296, 0.00881673297371, 0.0152651231827
858, 0.757797263914, 0.764556910583, 0.861834576646, 0.875264498665, 0.00884126031189, 0.0153438441056
862, 0.757708666448, 0.76448657497, 0.86227835587, 0.875785511134, 0.0088659614753, 0.0154229033171
866, 0.757616674315, 0.764412400027, 0.86271859, 0.876302752298, 0.00889013013449, 0.0155016770882
870, 0.757520863019, 0.764334436446, 0.863154838389, 0.87681627198, 0.00891438760584, 0.0155807254362
874, 0.757421333283, 0.764252734149, 0.863587211287, 0.877326119134, 0.00893866722454, 0.0156599781392
878, 0.757318308263, 0.764167342304, 0.864015934166, 0.877832342344, 0.00896274109388, 0.0157392334634
882, 0.757211812631, 0.764078309346, 0.864441028939, 0.878334989087, 0.008986640022, 0.0158185206334
886, 0.757101678358, 0.763985682982, 0.864862323281, 0.878834106265, 0.00901064611169, 0.0158980891663
890, 0.756988355771, 0.763889510216, 0.865280281362, 0.879329740085, 0.00903423119708, 0.0159774633822
894, 0.75687137765, 0.763789837353, 0.865694407937, 0.879821936073, 0.00905806723961, 0.0160572583565
898, 0.756751312924, 0.76368670996, 0.86610529791, 0.880310739085, 0.00908146880879, 0.0161368486648
902, 0.756627654792, 0.763580173125, 0.866512421064, 0.880796193325, 0.0091051582768, 0.0162168869132
906, 0.75650117628, 0.763470271085, 0.866916575355, 0.881278342353, 0.00912818097738, 0.0162965164447
910, 0.756370886152, 0.763357047503, 0.867316732013, 0.881757229103, 0.00915189212416, 0.0163769534435
914, 0.756237972275, 0.763240545413, 0.867714127796, 0.882232895887, 0.00917479185241, 0.0164568428118
918, 0.756101384875, 0.763120807234, 0.86810767076, 0.882705384416, 0.00919831079431, 0.0165374698215
922, 0.755962252377, 0.762997874777, 0.868498526243, 0.883174735804, 0.00922102489721, 0.0166175604519
926, 0.755819403933, 0.762871789263, 0.868885475715, 0.883640990465, 0.00924452238104, 0.0166985403677
930, 0.755674264969, 0.762742591328, 0.86927000387, 0.884104188613, 0.00926698789276, 0.0167787744178
934, 0.755525660269, 0.762610321039, 0.869650882361, 0.884564369517, 0.00929001427623, 0.016859696897
938, 0.755374448023, 0.762475017901, 0.870028988009, 0.885021572028, 0.00931252790151, 0.0169403599789
942, 0.755220028969, 0.762336720872, 0.87040371282, 0.885475834461, 0.00933536547343, 0.0170214940428
946, 0.75506323511, 0.762195468369, 0.870775924767, 0.8859271946, 0.00935748578301, 0.0171021613578
950, 0.754902932521, 0.762051298216, 0.871144425146, 0.886375689709, 0.00938042584773, 0.0171837571135
954, 0.754740240495, 0.761904247918, 0.87151038434, 0.886821356545, 0.0094027660853, 0.0172650016737
958, 0.754574801633, 0.761754354263, 0.871873446203, 0.887264231362, 0.00942502342165, 0.0173463378946
962, 0.754406458495, 0.761601653613, 0.872233423969, 0.887704349927, 0.00944745206854, 0.0174280163882
966, 0.754235400308, 0.761446181837, 0.872590507446, 0.888141747524, 0.0094698505309, 0.0175098627237
970, 0.754062260651, 0.761287974323, 0.872945374946, 0.888576458963, 0.00949143282928, 0.0175911525225
974, 0.753885952962, 0.761127065986, 0.873296884605, 0.889008518593, 0.00951367169529, 0.0176732097149
978, 0.753707256142, 0.760963491279, 0.873645832365, 0.889437960304, 0.0095355890528, 0.0177551764641
982, 0.753526341562, 0.760797284198, 0.873992416581, 0.889864817544, 0.00955700393061, 0.0178368676349
986, 0.753342606607, 0.760628478291, 0.874336002962, 0.890289123201, 0.00957875216604, 0.0179190330678
990, 0.753156001867, 0.760457106669, 0.874676527596, 0.890710910095, 0.00960094229923, 0.0180017807321
994, 0.752967676179, 0.760283202011, 0.875015195952, 0.89113021025, 0.00962210635772, 0.0180837930455
998, 0.752776506199, 0.760106796572, 0.875350837375, 0.891547055404, 0.00964376375319, 0.0181664197423
1002, 0.752582836164, 0.759927922194, 0.875683795557, 0.891961476885, 0.00966550354974, 0.0182493098078
1006, 0.752387023386, 0.759746610308, 0.876014453656, 0.892373505623, 0.00968689668623, 0.0183320682022
1010, 0.752189080315, 0.759562891944, 0.87634282201, 0.892783172153, 0.00970796718458, 0.0184147177681
1014, 0.751988466465, 0.759376797683, 0.876668330755, 0.893190506624, 0.00972946663759, 0.0184979304488
1018, 0.75178579628, 0.759188357899, 0.876991622408, 0.893595538805, 0.00975062583873, 0.0185810197968
1022, 0.751580918748, 0.758997602396, 0.877312542641, 0.893998298094, 0.00977168257791, 0.0186641915182
