# optical data by Diego Dalvit, omegap = 9eV
# T = 295K
# R = 148200nm
#
# F_PR = -pi³*hbar*c*R/(360*L³)
#
# order of finite difference formula: 8
# stepsize: 1
#
# L (nm), F_Drude/F_PR, F_PFA_Drude/F_PR, F_plasma/F_PR, F_PFA_plasma/F_PR, 1-F_Drude/F_PFA_Drude, 1-F_Plasma/F_PFA_Plasma
114, 0.561348881386, 0.56164795065, 0.574683338222, 0.575070920336, 0.000532485276628, 0.000673972721628
118, 0.568256592936, 0.568568985049, 0.582316135872, 0.582723887469, 0.000549435726804, 0.000699733794788
122, 0.574885251267, 0.575210902745, 0.589676768425, 0.590104874104, 0.000566142741299, 0.000725473889511
126, 0.581249708222, 0.581588610429, 0.596779649966, 0.597228347727, 0.000582718094628, 0.000751300172329
130, 0.58736384072, 0.58771594746, 0.603638253233, 0.604107743047, 0.000599110405837, 0.000777162384191
134, 0.593240535879, 0.593605784259, 0.610265093532, 0.610755557172, 0.000615304617818, 0.000803044088746
138, 0.598891764402, 0.599270109293, 0.616671798299, 0.617183433683, 0.000631342838118, 0.000828984312067
142, 0.604328724732, 0.604720106319, 0.622869247196, 0.623402237309, 0.000647211136109, 0.000854969843775
146, 0.609561865147, 0.609966222966, 0.62886759444, 0.629422120092, 0.000662918377687, 0.000881007568383
150, 0.614600963006, 0.615018232295, 0.634676344218, 0.635252580998, 0.000678466534143, 0.000907098683687
154, 0.619455175719, 0.619885288044, 0.640304400396, 0.640902518978, 0.000693857933001, 0.000933244235166
158, 0.624133089739, 0.624575973871, 0.645760113699, 0.646380281164, 0.000709095691517, 0.000959446757351
162, 0.628642762018, 0.629098348238, 0.651051321716, 0.651693705627, 0.000724189185673, 0.00098571446315
166, 0.632991774602, 0.633459984806, 0.656185402041, 0.656850160373, 0.000739131460099, 0.00101203953683
170, 0.637187249198, 0.637668008808, 0.661169285626, 0.661856579155, 0.000753934027806, 0.00103843272227
174, 0.641235900826, 0.641729130611, 0.666009509194, 0.666719493239, 0.000768594974968, 0.00106489168567
178, 0.645144056858, 0.64564967574, 0.670712234203, 0.671445060828, 0.000783116449126, 0.0010914171063
182, 0.648917683058, 0.649435612567, 0.675283270535, 0.676039093302, 0.000797507096037, 0.00111801636195
186, 0.652562421244, 0.65309257729, 0.679728113466, 0.680507080274, 0.000811762473933, 0.00114468582411
190, 0.656083598009, 0.656625897112, 0.684051953196, 0.684854211053, 0.00082588747315, 0.00117142866913
194, 0.659486252515, 0.660040611511, 0.688259700421, 0.689085395906, 0.000839886191986, 0.00119824841671
198, 0.662775156281, 0.6633414912, 0.692356005826, 0.693205284037, 0.000853760734531, 0.0012251467656
202, 0.66595483135, 0.666533056425, 0.696345278218, 0.697218281275, 0.00086751147426, 0.00125212301614
206, 0.669029561398, 0.669619592901, 0.700231694331, 0.701128565704, 0.000881144322584, 0.00127918247355
210, 0.672003418099, 0.672605167183, 0.704019225486, 0.704940102729, 0.000894654268396, 0.00130631984194
214, 0.674880258478, 0.675493640529, 0.707711633681, 0.708656657908, 0.000908050073821, 0.00133354314385
218, 0.677663752494, 0.678288681777, 0.711312499694, 0.712281809871, 0.000921332317753, 0.00136085207346
222, 0.680357389881, 0.680993779257, 0.714825228885, 0.715818961746, 0.000934501012275, 0.00138824607123
226, 0.682964486846, 0.683612251812, 0.718253056639, 0.719271351845, 0.000947561960849, 0.00141573163445
230, 0.685488211174, 0.686147259024, 0.721599076992, 0.722642063578, 0.000960504966241, 0.00144329625726
234, 0.687931561671, 0.688601810704, 0.724866217115, 0.725934034643, 0.000973347763581, 0.00147095669524
238, 0.690297411515, 0.690978775695, 0.728057281418, 0.729150065581, 0.00098608554162, 0.0014987095442
242, 0.692588498289, 0.693280890075, 0.731174944164, 0.732292827715, 0.000998717541621, 0.0015265526434
246, 0.694807427833, 0.695510764774, 0.73422175078, 0.735364870689, 0.00101125241438, 0.00155449349563
250, 0.696956701338, 0.697670892681, 0.737200144203, 0.738368628836, 0.00102367943264, 0.00158252204481
254, 0.699038696553, 0.699763655269, 0.740112448019, 0.741306428373, 0.00103600510049, 0.00161064346342
258, 0.701055680688, 0.701791328848, 0.742960877263, 0.7441804929, 0.0010482434441, 0.00163887074356
262, 0.703009837288, 0.703756090038, 0.745747565837, 0.746992949131, 0.0010603854959, 0.00166719551344
266, 0.704903254578, 0.705660021605, 0.748474555156, 0.749745832276, 0.00107242440195, 0.00169561078663
270, 0.706737916966, 0.707505117218, 0.751143786046, 0.752441090376, 0.00108437413784, 0.00172412743868
274, 0.708515739478, 0.709293286327, 0.753757129434, 0.755080589722, 0.00109622756172, 0.00175274044359
278, 0.710238540275, 0.711026358276, 0.75631636242, 0.757666118772, 0.00110800111898, 0.00178146589725
282, 0.711908085313, 0.712706086902, 0.758823213971, 0.760199391735, 0.00111967836929, 0.00181028527363
286, 0.713526049775, 0.714334154227, 0.761279321857, 0.762682053187, 0.00113126951444, 0.00183920852027
290, 0.715094050674, 0.715912173854, 0.763686268303, 0.765115681258, 0.00114277031451, 0.00186823115835
294, 0.716613634363, 0.717441694868, 0.76604556517, 0.767501790476, 0.00115418508786, 0.00189735753484
298, 0.718086282289, 0.718924204861, 0.768358662059, 0.769841835947, 0.00116552282711, 0.00192659559221
302, 0.719513432604, 0.720361132682, 0.77062696642, 0.772137215169, 0.00117677098217, 0.00195593311571
306, 0.720896452143, 0.721753851893, 0.772851816158, 0.774389271915, 0.00118793927935, 0.0019853784304
310, 0.722236662856, 0.723103682806, 0.775034505268, 0.776599297779, 0.00119902576983, 0.00201492908269
314, 0.723535333126, 0.724411895652, 0.777176274733, 0.778768535553, 0.00121003331387, 0.00204458802202
318, 0.724793683252, 0.725679712358, 0.779278318695, 0.780898181248, 0.00122096441627, 0.00207435820882
322, 0.726012895135, 0.726908309411, 0.78134179573, 0.782989385712, 0.00123181186003, 0.00210423028946
326, 0.727194097647, 0.728098819386, 0.78336781032, 0.78504325788, 0.00124258097303, 0.00213421049503
330, 0.728338367631, 0.729252333562, 0.785357417098, 0.787060865403, 0.00125329174766, 0.00216431584826
334, 0.729446781158, 0.73036990322, 0.787311670707, 0.789043237848, 0.00126391032583, 0.00219451489864
338, 0.730520339414, 0.731452542052, 0.789231550554, 0.790991367242, 0.00127445402637, 0.00222482414034
342, 0.731560014474, 0.732501227242, 0.791118009264, 0.792906210329, 0.00128492995342, 0.00225524916049
346, 0.73256674811, 0.733516901715, 0.792971969815, 0.794788690476, 0.00129533975665, 0.0022857907804
350, 0.733541450505, 0.734500475005, 0.794794323297, 0.79663969818, 0.00130568261416, 0.00231644856091
354, 0.734485015696, 0.735452825382, 0.796585946218, 0.798460093655, 0.00131593713715, 0.0023472023862
358, 0.735398269444, 0.736374800514, 0.798347647772, 0.800250706937, 0.0013261331986, 0.00237807870581
362, 0.736282029283, 0.737267219506, 0.800080228519, 0.802012340446, 0.00133627292332, 0.00240908004775
366, 0.737137116308, 0.738130873456, 0.801784494499, 0.803745768993, 0.00134631565183, 0.00244016773671
370, 0.737964257417, 0.738966526959, 0.803461157722, 0.805451741504, 0.00135631250635, 0.00247138801612
374, 0.738764199199, 0.739774919431, 0.805110948722, 0.807130982503, 0.00136625371378, 0.00250273354019
378, 0.739537685955, 0.740556765562, 0.806734598107, 0.808784192209, 0.00137609924708, 0.0025341668655
382, 0.740285367328, 0.741312757067, 0.808332742923, 0.810412048039, 0.00138590592111, 0.00256573815917
386, 0.741007932779, 0.742043562939, 0.809906063516, 0.812015205931, 0.00139564604019, 0.0025974173878
390, 0.741706035124, 0.742749830699, 0.811455192038, 0.813594300173, 0.00140531243766, 0.00262920737633
394, 0.742380281021, 0.743432187507, 0.812980722962, 0.815149945564, 0.00141493266529, 0.00266113322418
398, 0.743031296974, 0.744091240416, 0.814483280118, 0.816682736967, 0.00142448047335, 0.00269315947208
402, 0.743659663038, 0.74472757747, 0.815963426775, 0.818193250669, 0.00143396654569, 0.00272530223484
406, 0.744265936638, 0.745341768709, 0.817421709396, 0.819682045607, 0.00144340773078, 0.00275757682236
410, 0.744850688861, 0.745934366308, 0.818858689772, 0.821149662963, 0.00145277854962, 0.00278995814554
414, 0.745414445243, 0.746505905572, 0.820274882524, 0.822596627602, 0.001462092022, 0.00282245878499
418, 0.745957723644, 0.747056905847, 0.821670795492, 0.824023448356, 0.00147135003284, 0.00285507999682
422, 0.746481029072, 0.747587870553, 0.823046927056, 0.825430619226, 0.00148055034613, 0.00288781650904
426, 0.746984841348, 0.748099288186, 0.824403743544, 0.826818619015, 0.00148970444908, 0.00292068346749
430, 0.747469639531, 0.748591632695, 0.825741716601, 0.828187912386, 0.00149880537569, 0.0029536724074
434, 0.747935898775, 0.749065364347, 0.827061315173, 0.829538950869, 0.00150783312922, 0.00298676233743
438, 0.748384051185, 0.749520929728, 0.828362961128, 0.83087217233, 0.00151680693414, 0.00301997260937
442, 0.748814511799, 0.749958762508, 0.82964706237, 0.832188002177, 0.00152575150264, 0.00305332424889
446, 0.749227729573, 0.75037928418, 0.830914059054, 0.833486853476, 0.00153463006113, 0.00308678464645
450, 0.74962411248, 0.750782903938, 0.832164352985, 0.83476912802, 0.00154344411932, 0.00312035381659
454, 0.750004027664, 0.75117001951, 0.833398303323, 0.836035215765, 0.00155223426823, 0.00315406862266
458, 0.750367882244, 0.751541017378, 0.834616310552, 0.837285495744, 0.00156097286357, 0.00318790329604
462, 0.750716068947, 0.751896273526, 0.835818760864, 0.838520337014, 0.00156963748918, 0.00322183736017
466, 0.751048929184, 0.752236153264, 0.837005988123, 0.839740097859, 0.00157825979862, 0.00325589994112
470, 0.751366826522, 0.75256101198, 0.838178350896, 0.840945126961, 0.001586828761, 0.00329007919298
474, 0.751670083, 0.752871195298, 0.839336163575, 0.842135763524, 0.00159537555027, 0.00332440453146
478, 0.751959054674, 0.753167039763, 0.840479777488, 0.843312337444, 0.00160387407511, 0.00335885036903
482, 0.752234090194, 0.75344887261, 0.841609535577, 0.844475170264, 0.00161229575122, 0.00339339128947
486, 0.752495463243, 0.753717012454, 0.842725704544, 0.84562457447, 0.00162070006459, 0.0034280814601
490, 0.752743532872, 0.753971769392, 0.843828640433, 0.846760854475, 0.00162902189413, 0.00346285970454
494, 0.7529785491, 0.754213445663, 0.844918585238, 0.847884306547, 0.00163733034687, 0.00349779007156
498, 0.753200819159, 0.754442335328, 0.845995842325, 0.848995219773, 0.00164560776951, 0.0035328555193
502, 0.753410669945, 0.75465872494, 0.847060734821, 0.850093875214, 0.00165380052438, 0.00356800640673
506, 0.753608310731, 0.754862893689, 0.848113464643, 0.851180546918, 0.00166200109785, 0.00360332750411
510, 0.753794092753, 0.755055113555, 0.849154382465, 0.852255501952, 0.00167010431302, 0.00363872040641
514, 0.753968228854, 0.755235649888, 0.850183691265, 0.853319000461, 0.00167817956389, 0.00367425217833
518, 0.754130947824, 0.755404761084, 0.85120161651, 0.854371296571, 0.00168626586219, 0.003709956168
522, 0.754282584813, 0.755562699181, 0.852208496334, 0.855412637532, 0.00169425299759, 0.00374572581306
526, 0.754423333971, 0.755709709859, 0.853204510484, 0.856443264654, 0.00170220902379, 0.00378163306815
530, 0.754553427589, 0.755846033057, 0.854189893479, 0.857463413315, 0.00171014388012, 0.00381767873101
534, 0.754673125222, 0.755971902512, 0.855164900305, 0.858473312967, 0.00171802323024, 0.00385383285901
538, 0.754782642689, 0.756087546394, 0.856129740062, 0.85947318803, 0.00172586324306, 0.00389011317036
542, 0.754882196503, 0.756193187362, 0.85708462925, 0.860463256955, 0.00173367187306, 0.00392652176284
546, 0.754971987729, 0.756289042738, 0.858029760623, 0.861443733159, 0.00174147043613, 0.00396308244563
550, 0.755052280042, 0.756375324572, 0.858965401226, 0.862414824986, 0.00174919049655, 0.00399972688289
554, 0.755123245852, 0.756452240179, 0.859891714788, 0.863376735667, 0.00175687803723, 0.00403650079367
558, 0.755185069842, 0.756519991706, 0.86080888352, 0.864329664254, 0.00176455596435, 0.00407342346241
562, 0.755237998987, 0.756578776684, 0.861717152489, 0.865273804544, 0.0017721587472, 0.00411043537408
566, 0.75528218426, 0.75662878806, 0.862616667545, 0.866209346063, 0.00177974169245, 0.0041475868784
570, 0.755317801939, 0.756670214233, 0.863507605637, 0.867136473976, 0.00178732064359, 0.00418488720907
574, 0.755345071185, 0.756703239606, 0.864390179228, 0.868055369217, 0.001794849486, 0.0042222997735
578, 0.755364175325, 0.756728044055, 0.865264570476, 0.868966208422, 0.0018023234914, 0.00425981805794
582, 0.755375251507, 0.756744803509, 0.866130913477, 0.869869164833, 0.00180979373109, 0.00429748691834
586, 0.755378509911, 0.756753689944, 0.866989415046, 0.870764407193, 0.00181720955077, 0.00433526234596
590, 0.755374115075, 0.756754871501, 0.867840237703, 0.871652100703, 0.00182457553719, 0.00437314726401
594, 0.755362185822, 0.756748512593, 0.86868349937, 0.872532406907, 0.00183195176255, 0.00441119150096
598, 0.755342923912, 0.756734773921, 0.869519395022, 0.8734054838, 0.00183928379764, 0.00444935239096
602, 0.755316490649, 0.75671381295, 0.870348087684, 0.874271485923, 0.0018465663997, 0.00448762003814
606, 0.755283005237, 0.756685783428, 0.871169693422, 0.875130564283, 0.00185384504565, 0.00452603419674
610, 0.755242638451, 0.75665083588, 0.871984375359, 0.875982867187, 0.0018610928085, 0.00456457766269
614, 0.755195550598, 0.7566091176, 0.872792301369, 0.876828539184, 0.00186829231752, 0.00460322358848
618, 0.755141880001, 0.756560772738, 0.873593600213, 0.877667721942, 0.0018754511051, 0.00464198651441
622, 0.755081751776, 0.756505942284, 0.874388395538, 0.878500554134, 0.00188258998181, 0.00468088332641
626, 0.755015275597, 0.756444764572, 0.875176798746, 0.879327171511, 0.00188974667003, 0.00471994144978
630, 0.754942659159, 0.756377374708, 0.875959010959, 0.880147706988, 0.00189682504596, 0.00475908304386
634, 0.754863992623, 0.7563039051, 0.87673512308, 0.880962290531, 0.00190388079151, 0.00479835232004
638, 0.754779385691, 0.756224485416, 0.877505242557, 0.881771049994, 0.00191094014094, 0.0048377721592
642, 0.754689011065, 0.756139242655, 0.878269540207, 0.882574110012, 0.00191794250139, 0.00487728991382
646, 0.754592969815, 0.756048301222, 0.879028113454, 0.883371592882, 0.00192491855934, 0.00491693355654
650, 0.754491361798, 0.755951782989, 0.879781062375, 0.884163618422, 0.00193189727682, 0.00495672515278
654, 0.754384334933, 0.755849807279, 0.880528533058, 0.884950304032, 0.00193884066817, 0.0049966319618
658, 0.754272031874, 0.755742491301, 0.881270666362, 0.88573176476, 0.00194571490163, 0.00503662460207
662, 0.754154495712, 0.755629949629, 0.882007502847, 0.88650811336, 0.00195261439489, 0.00507678434592
666, 0.754031870423, 0.755512294666, 0.882739184603, 0.887279460175, 0.00195949722247, 0.00511707503134
670, 0.753904300349, 0.755389636597, 0.883465856698, 0.888045913932, 0.00196631801108, 0.0051574554451
674, 0.753771830969, 0.755262083447, 0.884187559159, 0.888807580652, 0.00197315939905, 0.00519799964979
678, 0.753634627678, 0.755129741135, 0.884904459779, 0.889564564493, 0.00197994248694, 0.00523863573282
682, 0.753492768803, 0.754992713527, 0.885616634715, 0.890316967598, 0.00198670092749, 0.00527939268176
686, 0.753346316635, 0.754851102392, 0.886324141781, 0.891064890146, 0.00199348686354, 0.00532031776527
690, 0.753195480247, 0.754705007841, 0.887027193899, 0.891808430398, 0.0020001557941, 0.00536128201522
