# R=0.000187
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 5.65675e-07, -2.1212685916e-12, -2.12421962193e-12, 0.00138923033179
312.5, 5.984e-07, -1.79192003123e-12, -1.79449970551e-12, 0.00143754511408
296.296296296, 6.31125e-07, -1.52640287035e-12, -1.52867089055e-12, 0.00148365499336
281.690140845, 6.6385e-07, -1.31007802628e-12, -1.3120825151e-12, 0.00152771551536
268.456375839, 6.96575e-07, -1.13214422899e-12, -1.13392533665e-12, 0.00157074509333
256.41025641, 7.293e-07, -9.84517615961e-13, -9.86107557004e-13, 0.00161234038996
245.398773006, 7.62025e-07, -8.61065744942e-13, -8.6249129449e-13, 0.00165282775247
235.294117647, 7.9475e-07, -7.57080991888e-13, -7.58364533643e-13, 0.00169251289888
225.988700565, 8.27475e-07, -6.68909715059e-13, -6.7006992791e-13, 0.00173148025599
217.391304348, 8.602e-07, -5.93687296227e-13, -5.94739947701e-13, 0.00176993571417
209.42408377, 8.92925e-07, -5.29146922589e-13, -5.30105308178e-13, 0.00180791547209
202.02020202, 9.2565e-07, -4.73479021835e-13, -4.74354646118e-13, 0.00184592749433
195.12195122, 9.58375e-07, -4.25228203356e-13, -4.26030534616e-13, 0.00188327172343
188.679245283, 9.911e-07, -3.83214042668e-13, -3.83951591959e-13, 0.00192094343703
182.648401826, 1.023825e-06, -3.46473537005e-13, -3.47153548046e-13, 0.00195881921582
176.991150442, 1.05655e-06, -3.14215694359e-13, -3.14844238105e-13, 0.00199636413805
171.673819742, 1.089275e-06, -2.8578627189e-13, -2.8636893004e-13, 0.0020346416408
166.666666667, 1.122e-06, -2.60641841443e-13, -2.61183395134e-13, 0.00207346141079
161.943319838, 1.154725e-06, -2.38328337789e-13, -2.38832831407e-13, 0.0021123294263
157.480314961, 1.18745e-06, -2.18464100193e-13, -2.18935248473e-13, 0.00215199828605
153.256704981, 1.220175e-06, -2.00727307682e-13, -2.01168280746e-13, 0.00219206061133
149.253731343, 1.2529e-06, -1.84844977289e-13, -1.85258654156e-13, 0.00223296918705
145.454545455, 1.285625e-06, -1.70584769467e-13, -1.70973721309e-13, 0.00227492177366
141.843971631, 1.31835e-06, -1.57748194234e-13, -1.5811462013e-13, 0.00231747004649
138.408304498, 1.351075e-06, -1.46164801269e-13, -1.46510714363e-13, 0.00236100885404
135.135135135, 1.3838e-06, -1.35687911038e-13, -1.36015052289e-13, 0.00240518417086
132.01320132, 1.416525e-06, -1.26190624529e-13, -1.26500639255e-13, 0.00245069691538
129.032258065, 1.44925e-06, -1.17563015283e-13, -1.17857363623e-13, 0.00249749639161
126.1829653, 1.481975e-06, -1.09709528947e-13, -1.09989450461e-13, 0.00254498510916
123.456790123, 1.5147e-06, -1.02546669968e-13, -1.02813343256e-13, 0.0025937614651
120.84592145, 1.547425e-06, -9.6001462057e-14, -9.6255934749e-14, 0.00264370911416
118.343195266, 1.58015e-06, -9.0009862226e-14, -9.02530834614e-14, 0.00269488006493
115.942028986, 1.612875e-06, -8.45155578536e-14, -8.47483652198e-14, 0.00274704256052
113.636363636, 1.6456e-06, -7.9468829148e-14, -7.96920187456e-14, 0.00280065182331
111.420612813, 1.678325e-06, -7.48257531117e-14, -7.5040052006e-14, 0.00285579352093
109.289617486, 1.71105e-06, -7.05474653987e-14, -7.0753482474e-14, 0.00291175880153
107.238605898, 1.743775e-06, -6.65993519115e-14, -6.67976890954e-14, 0.00296922223887
105.263157895, 1.7765e-06, -6.29506711482e-14, -6.31418579128e-14, 0.00302789260565
103.359173127, 1.809225e-06, -5.95739842433e-14, -5.97585064244e-14, 0.00308779774068
101.52284264, 1.84195e-06, -5.64447540292e-14, -5.66230743507e-14, 0.00314925184676
99.7506234414, 1.874675e-06, -5.35410648963e-14, -5.37135706031e-14, 0.00321158517078
98.0392156863, 1.9074e-06, -5.08431902349e-14, -5.10102679061e-14, 0.00327537333388
96.3855421687, 1.940125e-06, -4.83334354028e-14, -4.84954380304e-14, 0.00334057458
94.7867298578, 1.97285e-06, -4.59959009793e-14, -4.61531216397e-14, 0.00340650111616
93.2400932401, 2.005575e-06, -4.38161771863e-14, -4.39689277753e-14, 0.00347405762767
