# R=5.1e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 1.275e-07, -2.80160839091e-18, -2.81099510134e-18, 0.00333928380856
373.831775701, 1.36425e-07, -2.48315668908e-18, -2.49198211245e-18, 0.00354152757823
350.877192982, 1.4535e-07, -2.21598723992e-18, -2.22431387346e-18, 0.00374346158295
330.578512397, 1.54275e-07, -1.98959113216e-18, -1.99747202032e-18, 0.00394543106621
312.5, 1.632e-07, -1.7960372964e-18, -1.80351779485e-18, 0.00414772644534
296.296296296, 1.72125e-07, -1.62924478885e-18, -1.63636396803e-18, 0.00435060862156
281.690140845, 1.8105e-07, -1.48448519718e-18, -1.49127691462e-18, 0.00455429663586
268.456375839, 1.89975e-07, -1.35803511814e-18, -1.36452894015e-18, 0.00475902110139
256.41025641, 1.989e-07, -1.24692912667e-18, -1.2531509848e-18, 0.00496497086401
245.398773006, 2.07825e-07, -1.14878100639e-18, -1.15475376901e-18, 0.00517232572558
235.294117647, 2.1675e-07, -1.06165257045e-18, -1.06739647262e-18, 0.00538122649113
225.988700565, 2.25675e-07, -9.83955906256e-19, -9.89488990054e-19, 0.00559185989291
217.391304348, 2.346e-07, -9.14379921734e-19, -9.19718260047e-19, 0.00580431915377
209.42408377, 2.43525e-07, -8.51834075378e-19, -8.56992101974e-19, 0.00601875628096
202.02020202, 2.5245e-07, -7.95405235682e-19, -8.0039594528e-19, 0.00623530095011
195.12195122, 2.61375e-07, -7.44324072329e-19, -7.49159165666e-19, 0.00645402680466
188.679245283, 2.703e-07, -6.97938580721e-19, -7.02628660478e-19, 0.00667504760441
182.648401826, 2.79225e-07, -6.55693235771e-19, -6.60247929004e-19, 0.00689845894585
176.991150442, 2.8815e-07, -6.17112313362e-19, -6.21540385136e-19, 0.00712435085516
171.673819742, 2.97075e-07, -5.81786499914e-19, -5.86095945226e-19, 0.00735279837163
166.666666667, 3.06e-07, -5.49362045153e-19, -5.53560177741e-19, 0.00758387752075
161.943319838, 3.14925e-07, -5.19531954735e-19, -5.2362546731e-19, 0.00781763460763
157.480314961, 3.2385e-07, -4.92028712624e-19, -4.96023776508e-19, 0.00805417819399
153.256704981, 3.32775e-07, -4.66618398691e-19, -4.70520682771e-19, 0.00829354420124
149.253731343, 3.417e-07, -4.43095713163e-19, -4.4691043949e-19, 0.00853577359138
