# R=0.000121
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 3.025e-07, -1.33843463677e-18, -1.34284668798e-18, 0.00328559563457
373.831775701, 3.23675e-07, -1.17390578527e-18, -1.1780752143e-18, 0.00353918746622
350.877192982, 3.4485e-07, -1.03757766901e-18, -1.04153653985e-18, 0.0038009908309
330.578512397, 3.66025e-07, -9.23401382507e-19, -9.27176196888e-19, 0.0040713020821
312.5, 3.872e-07, -8.26864028754e-19, -8.30476946902e-19, 0.00435041353227
296.296296296, 4.08375e-07, -7.44543383362e-19, -7.48013089392e-19, 0.00463856325367
281.690140845, 4.2955e-07, -6.73806336956e-19, -6.77148664312e-19, 0.00493588414517
268.456375839, 4.50725e-07, -6.12600249089e-19, -6.15828755206e-19, 0.00524253875747
256.41025641, 4.719e-07, -5.59306078234e-19, -5.62432429835e-19, 0.00555862612894
245.398773006, 4.93075e-07, -5.12633063386e-19, -5.15667347947e-19, 0.00588418982435
235.294117647, 5.1425e-07, -4.71542039134e-19, -4.74493061434e-19, 0.00621931602395
225.988700565, 5.35425e-07, -4.35188961494e-19, -4.3806441215e-19, 0.00656399053812
217.391304348, 5.566e-07, -4.02882600349e-19, -4.05689225071e-19, 0.00691816432024
209.42408377, 5.77775e-07, -3.74052541962e-19, -3.76796314301e-19, 0.00728184495251
202.02020202, 5.9895e-07, -3.48224822441e-19, -3.50911025312e-19, 0.00765494007862
195.12195122, 6.20125e-07, -3.25003029603e-19, -3.27636352286e-19, 0.00803733366121
188.679245283, 6.413e-07, -3.04053580577e-19, -3.06638223108e-19, 0.00842896396183
182.648401826, 6.62475e-07, -2.85094228158e-19, -2.87633933859e-19, 0.00882964560948
176.991150442, 6.8365e-07, -2.67884845414e-19, -2.70382986203e-19, 0.00923926769469
171.673819742, 7.04825e-07, -2.52220159682e-19, -2.54679773047e-19, 0.00965767063347
166.666666667, 7.26e-07, -2.37923879039e-19, -2.40347698794e-19, 0.0100846389072
161.943319838, 7.47175e-07, -2.24843911596e-19, -2.27234422552e-19, 0.0105200212568
157.480314961, 7.6835e-07, -2.1284853923e-19, -2.1520798436e-19, 0.0109635575872
153.256704981, 7.89525e-07, -2.01823208999e-19, -2.041536336e-19, 0.0114150532602
149.253731343, 8.107e-07, -1.91667941278e-19, -1.93971217179e-19, 0.0118743179255
145.454545455, 8.31875e-07, -1.82295198145e-19, -1.84573017377e-19, 0.0123410196355
141.843971631, 8.5305e-07, -1.73628031104e-19, -1.75881953865e-19, 0.0128149745425
138.408304498, 8.74225e-07, -1.65598626861e-19, -1.67830080537e-19, 0.0132959101769
135.135135135, 8.954e-07, -1.58147025824e-19, -1.60357324146e-19, 0.0137835819753
132.01320132, 9.16575e-07, -1.51220075077e-19, -1.53410420937e-19, 0.014277686262
129.032258065, 9.3775e-07, -1.44770511757e-19, -1.46942016382e-19, 0.0147779694232
126.1829653, 9.58925e-07, -1.38756211966e-19, -1.40909900628e-19, 0.0152841542881
123.456790123, 9.801e-07, -1.33139533449e-19, -1.35276356506e-19, 0.0157959832195
120.84592145, 1.001275e-06, -1.27886770555e-19, -1.30007601359e-19, 0.016313129246
118.343195266, 1.02245e-06, -1.22967656907e-19, -1.25073308147e-19, 0.0168353365808
115.942028986, 1.043625e-06, -1.18354966915e-19, -1.20446192779e-19, 0.0173623243385
113.636363636, 1.0648e-06, -1.14024156603e-19, -1.16101657732e-19, 0.0178938110687
111.420612813, 1.085975e-06, -1.0995305238e-19, -1.12017483021e-19, 0.0184295396164
109.289617486, 1.10715e-06, -1.0612159336e-19, -1.08173557927e-19, 0.0189691880932
