# R=0.000121
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 3.66025e-07, -4.94488822842e-12, -4.95300542044e-12, 0.00163884174112
312.5, 3.872e-07, -4.19990044015e-12, -4.20706710655e-12, 0.00170348278712
296.296296296, 4.08375e-07, -3.59595239741e-12, -3.60231355712e-12, 0.0017658539717
281.690140845, 4.2955e-07, -3.10128910411e-12, -3.1069629966e-12, 0.00182618605323
268.456375839, 4.50725e-07, -2.69235793176e-12, -2.69744064158e-12, 0.00188427123937
256.41025641, 4.719e-07, -2.35143573247e-12, -2.35600835023e-12, 0.00194083257908
245.398773006, 4.93075e-07, -2.06501684987e-12, -2.06914593114e-12, 0.00199554859935
235.294117647, 5.1425e-07, -1.82268476293e-12, -1.82642605787e-12, 0.00204842398737
225.988700565, 5.35425e-07, -1.61631744062e-12, -1.61971959941e-12, 0.00210046158143
217.391304348, 5.566e-07, -1.4395229929e-12, -1.44262603236e-12, 0.00215096594189
209.42408377, 5.77775e-07, -1.28722162725e-12, -1.29005964965e-12, 0.00219991563788
202.02020202, 5.9895e-07, -1.15534168558e-12, -1.15794520215e-12, 0.00224839358677
195.12195122, 6.20125e-07, -1.04059725666e-12, -1.04299145427e-12, 0.0022955102833
188.679245283, 6.413e-07, -9.40313777313e-13, -9.42520910496e-13, 0.00234173391545
182.648401826, 6.62475e-07, -8.5230082365e-13, -8.54340510567e-13, 0.00238744024364
176.991150442, 6.8365e-07, -7.74753943773e-13, -7.76642528489e-13, 0.00243172971677
171.673819742, 7.04825e-07, -7.0617526891e-13, -7.07927967121e-13, 0.00247581433725
166.666666667, 7.26e-07, -6.45317140793e-13, -6.46946861241e-13, 0.00251909475938
161.943319838, 7.47175e-07, -5.91133128202e-13, -5.92651407204e-13, 0.00256184155334
157.480314961, 7.6835e-07, -5.42741549437e-13, -5.44158899576e-13, 0.00260466224095
153.256704981, 7.89525e-07, -4.99397351223e-13, -5.00722226523e-13, 0.00264592868004
149.253731343, 8.107e-07, -4.6046532862e-13, -4.61706234906e-13, 0.00268765330046
145.454545455, 8.31875e-07, -4.25404354191e-13, -4.26568682177e-13, 0.00272952055508
141.843971631, 8.5305e-07, -3.93750966262e-13, -3.94844799846e-13, 0.00277028742499
138.408304498, 8.74225e-07, -3.65105517136e-13, -3.66134715611e-13, 0.00281098303864
135.135135135, 8.954e-07, -3.39123291871e-13, -3.40093152444e-13, 0.00285174978292
132.01320132, 9.16575e-07, -3.15505625043e-13, -3.16420952428e-13, 0.00289275213299
129.032258065, 9.3775e-07, -2.93993124689e-13, -2.94858068762e-13, 0.00293342514575
126.1829653, 9.58925e-07, -2.74359427044e-13, -2.75177747215e-13, 0.00297378759337
123.456790123, 9.801e-07, -2.56406358157e-13, -2.57181674348e-13, 0.00301466344204
120.84592145, 1.001275e-06, -2.39960325909e-13, -2.40695915513e-13, 0.00305609508558
118.343195266, 1.02245e-06, -2.24868895533e-13, -2.25567501559e-13, 0.00309710406854
115.942028986, 1.043625e-06, -2.10997237458e-13, -2.11661549828e-13, 0.00313855950825
113.636363636, 1.0648e-06, -1.9822650191e-13, -1.98858827047e-13, 0.00317976901665
111.420612813, 1.085975e-06, -1.86451039806e-13, -1.87053679892e-13, 0.0032217494306
109.289617486, 1.10715e-06, -1.75577230963e-13, -1.76152271596e-13, 0.00326445198946
107.238605898, 1.128325e-06, -1.65521864128e-13, -1.66071074979e-13, 0.003307083133
105.263157895, 1.1495e-06, -1.56210496481e-13, -1.56735580444e-13, 0.00335012612423
103.359173127, 1.170675e-06, -1.47576662639e-13, -1.48079185496e-13, 0.00339360900211
101.52284264, 1.19185e-06, -1.39560790015e-13, -1.40042237317e-13, 0.00343787210757
99.7506234414, 1.213025e-06, -1.32109606594e-13, -1.32571205237e-13, 0.00348189217717
98.0392156863, 1.2342e-06, -1.25174895891e-13, -1.25617963669e-13, 0.00352710524122
96.3855421687, 1.255375e-06, -1.1871345248e-13, -1.19139169064e-13, 0.00357327138409
94.7867298578, 1.27655e-06, -1.12686390605e-13, -1.13095717485e-13, 0.00361929601824
93.2400932401, 1.297725e-06, -1.0705832427e-13, -1.07452271107e-13, 0.00366624952237
91.7431192661, 1.3189e-06, -1.01797355677e-13, -1.02176844015e-13, 0.00371403463466
90.2934537246, 1.340075e-06, -9.68745842409e-14, -9.72404391411e-14, 0.0037623740021
88.8888888889, 1.36125e-06, -9.22637466502e-14, -9.26167292232e-14, 0.00381121829714
87.5273522976, 1.382425e-06, -8.79409292598e-14, -8.82817760603e-14, 0.00386089650327
86.2068965517, 1.4036e-06, -8.3884411089e-14, -8.42137828458e-14, 0.00391113836276
84.9256900212, 1.424775e-06, -8.00743158208e-14, -8.03928753222e-14, 0.00396253399497
83.6820083682, 1.44595e-06, -7.64925656796e-14, -7.68009080311e-14, 0.00401482689928
82.4742268041, 1.467125e-06, -7.31226409257e-14, -7.34212925142e-14, 0.00406764275419
81.3008130081, 1.4883e-06, -6.99493637216e-14, -7.02388446094e-14, 0.00412137883877
80.1603206413, 1.509475e-06, -6.69588707692e-14, -6.7239648635e-14, 0.00417577830186
79.0513833992, 1.53065e-06, -6.41384118669e-14, -6.44109362844e-14, 0.00423102710954
77.9727095517, 1.551825e-06, -6.1476274221e-14, -6.17409785133e-14, 0.00428733555355
76.9230769231, 1.573e-06, -5.89617117868e-14, -5.92189888681e-14, 0.00434450310951
75.9013282732, 1.594175e-06, -5.65848301682e-14, -5.68350369136e-14, 0.00440233276909
74.9063670412, 1.61535e-06, -5.43364827989e-14, -5.45799705898e-14, 0.00446111986191
73.9371534196, 1.636525e-06, -5.22082728576e-14, -5.24453464983e-14, 0.00452039421148
72.9927007299, 1.6577e-06, -5.01923657366e-14, -5.04233671643e-14, 0.00458123764248
72.0720720721, 1.678875e-06, -4.82815918002e-14, -4.85068245803e-14, 0.00464332147286
71.1743772242, 1.70005e-06, -4.64693510179e-14, -4.66890492728e-14, 0.00470556283178
70.2987697715, 1.721225e-06, -4.47494431719e-14, -4.49638643192e-14, 0.00476874375857
69.4444444444, 1.7424e-06, -4.31161578656e-14, -4.33255437773e-14, 0.00483285132761
68.6106346484, 1.763575e-06, -4.15641838538e-14, -4.17687750576e-14, 0.00489818538968
67.7966101695, 1.78475e-06, -4.00886127667e-14, -4.02886248241e-14, 0.00496447963476
67.0016750419, 1.805925e-06, -3.86849037865e-14, -3.88805080577e-14, 0.00503090831453
66.2251655629, 1.8271e-06, -3.73487528171e-14, -3.75401599532e-14, 0.00509872990089
65.4664484452, 1.848275e-06, -3.60762067567e-14, -3.6263610376e-14, 0.00516781471405
64.7249190939, 1.86945e-06, -3.48636109879e-14, -3.50471605886e-14, 0.0052372174404
64, 1.890625e-06, -3.37074872292e-14, -3.38873620643e-14, 0.00530802116638
63.2911392405, 1.9118e-06, -3.26046588891e-14, -3.27809971501e-14, 0.00537928300993
62.5978090767, 1.932975e-06, -3.15521141075e-14, -3.17250614115e-14, 0.00545144111081
61.919504644, 1.95415e-06, -3.05470367457e-14, -3.07167474952e-14, 0.00552502342459
61.2557427259, 1.975325e-06, -2.95868646153e-14, -2.97534303651e-14, 0.00559820322344
60.6060606061, 1.9965e-06, -2.86690850162e-14, -2.88326537821e-14, 0.00567303888132
