# R=9e-05
# T=300
# R/L, L (in m), E (in J), E_pfa (in J), 1-E/E_PFA
400, 2.25e-07, -1.75036547516e-18, -1.75602658088e-18, 0.00322381550688
373.831775701, 2.4075e-07, -1.54020139496e-18, -1.54552733463e-18, 0.0034460339504
350.877192982, 2.565e-07, -1.36530228568e-18, -1.3703349422e-18, 0.00367257403321
330.578512397, 2.7225e-07, -1.21822398535e-18, -1.2229983102e-18, 0.00390378695747
312.5, 2.88e-07, -1.09338911743e-18, -1.09793454046e-18, 0.00413997635606
296.296296296, 3.0375e-07, -9.86551262103e-19, -9.90892748023e-19, 0.00438138832763
281.690140845, 3.195e-07, -8.94430610967e-19, -8.98589557241e-19, 0.00462830470323
268.456375839, 3.3525e-07, -8.14461294172e-19, -8.1845608586e-19, 0.00488088702306
256.41025641, 3.51e-07, -7.44612424251e-19, -7.48459011458e-19, 0.00513934250012
245.398773006, 3.6675e-07, -6.83259607966e-19, -6.86971890354e-19, 0.00540383448033
235.294117647, 3.825e-07, -6.29091046889e-19, -6.32681195705e-19, 0.00567449900685
225.988700565, 3.9825e-07, -5.81038029042e-19, -5.84516756512e-19, 0.00595145892884
217.391304348, 4.14e-07, -5.38222832151e-19, -5.41599604446e-19, 0.00623481307363
209.42408377, 4.2975e-07, -4.99919197259e-19, -5.03202418216e-19, 0.00652465258226
202.02020202, 4.455e-07, -4.65522055133e-19, -4.68719199142e-19, 0.00682102208617
195.12195122, 4.6125e-07, -4.34524023766e-19, -4.37641795618e-19, 0.00712402673486
188.679245283, 4.77e-07, -4.06497159509e-19, -4.09541560756e-19, 0.0074336808249
182.648401826, 4.9275e-07, -3.81078477588e-19, -3.84054900655e-19, 0.00774999371553
176.991150442, 5.085e-07, -3.57958465858e-19, -3.60871795639e-19, 0.0080730326291
171.673819742, 5.2425e-07, -3.36871977586e-19, -3.39726616603e-19, 0.00840275350055
166.666666667, 5.4e-07, -3.17590768757e-19, -3.20390725521e-19, 0.00873919418185
161.943319838, 5.5575e-07, -2.99917567939e-19, -3.02666475825e-19, 0.00908230050295
157.480314961, 5.715e-07, -2.83681133802e-19, -2.86382316725e-19, 0.00943208698803
153.256704981, 5.8725e-07, -2.68732294308e-19, -2.71388775713e-19, 0.00978847189897
149.253731343, 6.03e-07, -2.54940582654e-19, -2.57555144553e-19, 0.010151464472
145.454545455, 6.1875e-07, -2.42191549137e-19, -2.44766729864e-19, 0.0105209589903
141.843971631, 6.345e-07, -2.30384423787e-19, -2.32922562791e-19, 0.0108969220213
138.408304498, 6.5025e-07, -2.19430226243e-19, -2.21933480544e-19, 0.0112792999735
135.135135135, 6.66e-07, -2.0925016347e-19, -2.1172051402e-19, 0.0116679791831
132.01320132, 6.8175e-07, -1.99774243948e-19, -2.02213525392e-19, 0.012062899543
129.032258065, 6.975e-07, -1.90940140589e-19, -1.93350053949e-19, 0.0124639911439
126.1829653, 7.1325e-07, -1.82692220147e-19, -1.85074333064e-19, 0.0128711144202
123.456790123, 7.29e-07, -1.74980679186e-19, -1.77336451208e-19, 0.0132841951328
120.84592145, 7.4475e-07, -1.6776084313e-19, -1.70091632788e-19, 0.0137031411841
118.343195266, 7.605e-07, -1.60992555834e-19, -1.63299619429e-19, 0.0141277952969
115.942028986, 7.7625e-07, -1.54639624537e-19, -1.56924136666e-19, 0.0145580672095
113.636363636, 7.92e-07, -1.48669376035e-19, -1.50932432457e-19, 0.0149938378727
111.420612813, 8.0775e-07, -1.4305224902e-19, -1.45294876444e-19, 0.0154350069274
109.289617486, 8.235e-07, -1.37761461502e-19, -1.39984611583e-19, 0.0158813890698
107.238605898, 8.3925e-07, -1.32772681494e-19, -1.34977250166e-19, 0.0163328906846
105.263157895, 8.55e-07, -1.28063783378e-19, -1.30250607616e-19, 0.0167893592068
103.359173127, 8.7075e-07, -1.23614602038e-19, -1.2578446942e-19, 0.0172506780254
101.52284264, 8.865e-07, -1.19406736533e-19, -1.21560386033e-19, 0.017716705006
99.7506234414, 9.0225e-07, -1.15423369901e-19, -1.17561492368e-19, 0.0181872688444
98.0392156863, 9.18e-07, -1.11649100427e-19, -1.13772348121e-19, 0.0186622472781
96.3855421687, 9.3375e-07, -1.08069810458e-19, -1.10178796775e-19, 0.0191414898208
94.7867298578, 9.495e-07, -1.04672537138e-19, -1.06767840425e-19, 0.0196248540664
93.2400932401, 9.6525e-07, -1.01445362839e-19, -1.03527528569e-19, 0.0201121939163
91.7431192661, 9.81e-07, -9.83773154858e-20, -1.00446859211e-19, 0.0206033691972
90.2934537246, 9.9675e-07, -9.54582857433e-20, -9.75156904576e-20, 0.021098191529
88.8888888889, 1.0125e-06, -9.26789365781e-20, -9.47246617418e-20, 0.021596542295
87.5273522976, 1.02825e-06, -9.00306433746e-20, -9.20651231999e-20, 0.0220982686451
86.2068965517, 1.044e-06, -8.75054266573e-20, -8.95290723657e-20, 0.0226032243485
84.9256900212, 1.05975e-06, -8.50958971959e-20, -8.71090973974e-20, 0.0231112508535
83.6820083682, 1.0755e-06, -8.27952021785e-20, -8.4798325845e-20, 0.0236222077088
82.4742268041, 1.09125e-06, -8.05969801218e-20, -8.25903786718e-20, 0.0241359657382
81.3008130081, 1.107e-06, -7.84953255967e-20, -8.04793286793e-20, 0.0246523314146
80.1603206413, 1.12275e-06, -7.64847399338e-20, -7.84596629622e-20, 0.0251711892945
79.0513833992, 1.1385e-06, -7.45601061775e-20, -7.65262489236e-20, 0.0256923967114
77.9727095517, 1.15425e-06, -7.27166562544e-20, -7.46743035505e-20, 0.0262158092283
76.9230769231, 1.17e-06, -7.09499430939e-20, -7.28993653975e-20, 0.0267412794754
75.9013282732, 1.18575e-06, -6.92558138939e-20, -7.11972692818e-20, 0.0272686776831
74.9063670412, 1.2015e-06, -6.76303891053e-20, -6.95641231883e-20, 0.0277978646807
73.9371534196, 1.21725e-06, -6.6070040342e-20, -6.79962872527e-20, 0.0283287071759
72.9927007299, 1.233e-06, -6.45713705962e-20, -6.64903545971e-20, 0.0288610883878
72.0720720721, 1.24875e-06, -6.31312016011e-20, -6.5043133836e-20, 0.0293948357353
71.1743772242, 1.2645e-06, -6.1746549323e-20, -6.36516330779e-20, 0.029929848815
70.2987697715, 1.28025e-06, -6.04146158719e-20, -6.23130453316e-20, 0.0304660035413
69.4444444444, 1.296e-06, -5.91327744988e-20, -6.10247350499e-20, 0.031003175181
68.6106346484, 1.31175e-06, -5.78985569945e-20, -5.97842258835e-20, 0.0315412445522
67.7966101695, 1.3275e-06, -5.67096431665e-20, -5.85891893924e-20, 0.0320800858551
67.0016750419, 1.34325e-06, -5.55638488847e-20, -5.74374346846e-20, 0.0326195940017
66.2251655629, 1.359e-06, -5.44591178534e-20, -5.63268988867e-20, 0.0331596638586
65.4664484452, 1.37475e-06, -5.33935138912e-20, -5.52556383707e-20, 0.0337001713211
64.7249190939, 1.3905e-06, -5.23652103881e-20, -5.42218206716e-20, 0.0342410170024
64, 1.40625e-06, -5.13724836867e-20, -5.32237170252e-20, 0.0347821129737
63.2911392405, 1.422e-06, -5.04137096459e-20, -5.22596955122e-20, 0.0353233184424
62.5978090767, 1.43775e-06, -4.94873501554e-20, -5.13282146589e-20, 0.0358645730361
61.919504644, 1.4535e-06, -4.85919543877e-20, -5.04278175864e-20, 0.0364057634569
61.2557427259, 1.46925e-06, -4.77261489223e-20, -4.95571265617e-20, 0.0369468079856
60.6060606061, 1.485e-06, -4.68886343536e-20, -4.87148379569e-20, 0.0374876255345
59.9700149925, 1.50075e-06, -4.60781815879e-20, -4.78997175774e-20, 0.0380281154382
59.3471810089, 1.5165e-06, -4.52936254293e-20, -4.71105963271e-20, 0.0385681999264
58.7371512482, 1.53225e-06, -4.45338616909e-20, -4.63463661844e-20, 0.0391078015988
58.1395348837, 1.548e-06, -4.37978438698e-20, -4.56059764633e-20, 0.0396468343342
57.5539568345, 1.56375e-06, -4.30845778706e-20, -4.48884303362e-20, 0.0401852426571
56.9800569801, 1.5795e-06, -4.23931213243e-20, -4.41927815951e-20, 0.040722946278
56.4174894217, 1.59525e-06, -4.17225792998e-20, -4.35181316581e-20, 0.0412598677813
55.8659217877, 1.611e-06, -4.10721002995e-20, -4.28636267326e-20, 0.0417959601105
55.3250345781, 1.62675e-06, -4.04408764946e-20, -4.22284552199e-20, 0.0423311417851
54.7945205479, 1.6425e-06, -3.98281384519e-20, -4.16118452673e-20, 0.0428653621084
54.2740841248, 1.65825e-06, -3.92331541127e-20, -4.10130624887e-20, 0.0433985727456
53.7634408602, 1.674e-06, -3.86552278197e-20, -4.04314078343e-20, 0.0439306991694
53.2623169108, 1.68975e-06, -3.80936958142e-20, -3.98662155998e-20, 0.0444617016933
52.7704485488, 1.7055e-06, -3.75479263922e-20, -3.9316851564e-20, 0.0449915265716
52.2875816993, 1.72125e-06, -3.70173172813e-20, -3.87827112452e-20, 0.0455201275825
51.8134715026, 1.737e-06, -3.65012941901e-20, -3.82632182686e-20, 0.0460474617195
51.3478818999, 1.75275e-06, -3.59993094263e-20, -3.77578228366e-20, 0.0465734853935
50.8905852417, 1.7685e-06, -3.55108406468e-20, -3.72660002944e-20, 0.0470981493502
50.4413619168, 1.78425e-06, -3.50353882506e-20, -3.67872497837e-20, 0.0476214325183
50, 1.8e-06, -3.45724763544e-20, -3.632109298e-20, 0.0481432821024
49.5662949195, 1.81575e-06, -3.41216490516e-20, -3.58670729036e-20, 0.04866368261
49.14004914, 1.8315e-06, -3.36824719529e-20, -3.54247528148e-20, 0.049182583462
48.7210718636, 1.84725e-06, -3.3254528414e-20, -3.49937151501e-20, 0.0496999740853
48.309178744, 1.863e-06, -3.28374212708e-20, -3.45735605471e-20, 0.0502158079395
47.9041916168, 1.87875e-06, -3.24307695716e-20, -3.41639069139e-20, 0.0507300686279
47.5059382423, 1.8945e-06, -3.20342090587e-20, -3.37643885554e-20, 0.0512427314923
47.1142520612, 1.91025e-06, -3.16473906247e-20, -3.33746553502e-20, 0.051753784643
46.7289719626, 1.926e-06, -3.12699808965e-20, -3.29943719747e-20, 0.0522631883854
46.3499420626, 1.94175e-06, -3.09016595427e-20, -3.26232171717e-20, 0.0527709336568
45.9770114943, 1.9575e-06, -3.05421198666e-20, -3.22608830603e-20, 0.0532770039327
45.6100342075, 1.97325e-06, -3.01910679208e-20, -3.19070744845e-20, 0.0537813820744
45.2488687783, 1.989e-06, -2.98482215374e-20, -3.15615083983e-20, 0.054284061437
44.8933782267, 2.00475e-06, -2.95133109777e-20, -3.12239132844e-20, 0.0547850069643
44.5434298441, 2.0205e-06, -2.91860759106e-20, -3.08940286055e-20, 0.0552842336176
44.1988950276, 2.03625e-06, -2.88662675543e-20, -3.05716042845e-20, 0.0557817219643
