# R=9e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 2.7225e-07, -8.58113887801e-12, -8.59652026287e-12, 0.00178925709366
312.5, 2.88e-07, -7.31552124271e-12, -7.32919926466e-12, 0.0018662368778
296.296296296, 3.0375e-07, -6.28567029785e-12, -6.29789171529e-12, 0.00194055693425
281.690140845, 3.195e-07, -5.43917745578e-12, -5.45014645417e-12, 0.00201260617306
268.456375839, 3.3525e-07, -4.73702813286e-12, -4.74691520783e-12, 0.00208284212695
256.41025641, 3.51e-07, -4.14977040805e-12, -4.15871530243e-12, 0.00215087923269
245.398773006, 3.6675e-07, -3.65487870259e-12, -3.66300027432e-12, 0.00221719113133
235.294117647, 3.825e-07, -3.23492785142e-12, -3.24232627785e-12, 0.00228182662572
225.988700565, 3.9825e-07, -2.87629241897e-12, -2.88305287792e-12, 0.00234489592585
217.391304348, 4.14e-07, -2.56821385042e-12, -2.5744089848e-12, 0.00240642975375
209.42408377, 4.2975e-07, -2.30211937114e-12, -2.30781228375e-12, 0.00246680054943
202.02020202, 4.455e-07, -2.07112307392e-12, -2.07636722903e-12, 0.00252563950922
195.12195122, 4.6125e-07, -1.86964888076e-12, -1.87449052663e-12, 0.00258291295802
188.679245283, 4.77e-07, -1.69314761288e-12, -1.69762877487e-12, 0.00263965953939
182.648401826, 4.9275e-07, -1.53788792072e-12, -1.54204349514e-12, 0.00269484903088
176.991150442, 5.085e-07, -1.4007845917e-12, -1.40464597209e-12, 0.00274900613255
171.673819742, 5.2425e-07, -1.27927429459e-12, -1.28286927842e-12, 0.00280229941674
166.666666667, 5.4e-07, -1.17121548032e-12, -1.17456831971e-12, 0.00285452905158
161.943319838, 5.5575e-07, -1.07480879013e-12, -1.07794117902e-12, 0.0029058996476
157.480314961, 5.715e-07, -9.88535520559e-13, -9.91466785277e-13, 0.00295649310951
153.256704981, 5.8725e-07, -9.11107912633e-13, -9.13855191708e-13, 0.00300625208405
149.253731343, 6.03e-07, -8.41429083862e-13, -8.44007662502e-13, 0.00305516022462
145.454545455, 6.1875e-07, -7.78560324605e-13, -7.80984444126e-13, 0.00310392804789
141.843971631, 6.345e-07, -7.21697151249e-13, -7.23978597088e-13, 0.00315126144351
138.408304498, 6.5025e-07, -6.70144348808e-13, -6.72294633075e-13, 0.00319842545438
135.135135135, 6.66e-07, -6.23301569806e-13, -6.25330989831e-13, 0.00324535335325
132.01320132, 6.8175e-07, -5.80648380307e-13, -5.82565582856e-13, 0.00329096432314
129.032258065, 6.975e-07, -5.41730259924e-13, -5.43543841636e-13, 0.00333658772697
126.1829653, 7.1325e-07, -5.06151072389e-13, -5.07868757945e-13, 0.00338214455941
123.456790123, 7.29e-07, -4.73564362301e-13, -4.75192575467e-13, 0.00342642804128
120.84592145, 7.4475e-07, -4.43664502542e-13, -4.45209820599e-13, 0.00347098825392
118.343195266, 7.605e-07, -4.16183152847e-13, -4.17651437405e-13, 0.00351557405667
115.942028986, 7.7625e-07, -3.90883557287e-13, -3.92279833048e-13, 0.00355938705776
113.636363636, 7.92e-07, -3.67555778766e-13, -3.68884677622e-13, 0.00360247778305
111.420612813, 8.0775e-07, -3.46013163016e-13, -3.47279332584e-13, 0.00364596867527
109.289617486, 8.235e-07, -3.26090187575e-13, -3.27297802708e-13, 0.00368965243204
107.238605898, 8.3925e-07, -3.07639505012e-13, -3.08792127974e-13, 0.00373268246707
105.263157895, 8.55e-07, -2.90529026386e-13, -2.91630144747e-13, 0.0037757357414
103.359173127, 8.7075e-07, -2.74640915094e-13, -2.75693558218e-13, 0.00381816365704
101.52284264, 8.865e-07, -2.59868963632e-13, -2.60876279022e-13, 0.00386127628753
99.7506234414, 9.0225e-07, -2.46118250601e-13, -2.47082983394e-13, 0.00390448900863
98.0392156863, 9.18e-07, -2.33303301103e-13, -2.34227864059e-13, 0.00394727997196
96.3855421687, 9.3375e-07, -2.21346778303e-13, -2.22233543511e-13, 0.00399024015199
94.7867298578, 9.495e-07, -2.10179007998e-13, -2.11030126829e-13, 0.00403316267638
93.2400932401, 9.6525e-07, -1.99736947886e-13, -2.00554373817e-13, 0.00407583198141
91.7431192661, 9.81e-07, -1.89963207786e-13, -1.90748974102e-13, 0.0041193737441
90.2934537246, 9.9675e-07, -1.80806017087e-13, -1.81561910726e-13, 0.00416328312087
88.8888888889, 1.0125e-06, -1.72218383889e-13, -1.72945900639e-13, 0.00420661459536
87.5273522976, 1.02825e-06, -1.6415720933e-13, -1.64857901516e-13, 0.00425027966251
86.2068965517, 1.044e-06, -1.56583358804e-13, -1.57258676405e-13, 0.00429431059623
84.9256900212, 1.05975e-06, -1.49461103971e-13, -1.50112408417e-13, 0.00433877820655
83.6820083682, 1.0755e-06, -1.42757949446e-13, -1.43386359455e-13, 0.0043826345233
82.4742268041, 1.09125e-06, -1.36443757993e-13, -1.37050567118e-13, 0.00442762943119
81.3008130081, 1.107e-06, -1.30491201475e-13, -1.31077575152e-13, 0.0044734858479
80.1603206413, 1.12275e-06, -1.24875363113e-13, -1.25442193414e-13, 0.00451865744183
79.0513833992, 1.1385e-06, -1.19573004523e-13, -1.20121283527e-13, 0.00456437849638
77.9727095517, 1.15425e-06, -1.14562900418e-13, -1.15093567496e-13, 0.00461074489182
76.9230769231, 1.17e-06, -1.09825557849e-13, -1.10339456321e-13, 0.00465743161623
