# R=3.8e-05
# T=300
# R/L, L (in m), F (in N), F_pfa (in N), 1-F/F_PFA
330.578512397, 1.1495e-07, -3.82824163371e-11, -3.83623997788e-11, 0.00208494364806
312.5, 1.216e-07, -3.29797829942e-11, -3.30523281558e-11, 0.00219485784258
296.296296296, 1.2825e-07, -2.86212289875e-11, -2.86872838736e-11, 0.00230258418439
281.690140845, 1.349e-07, -2.50038530736e-11, -2.50642104478e-11, 0.00240810993836
268.456375839, 1.4155e-07, -2.19752898957e-11, -2.20306293782e-11, 0.00251193379772
256.41025641, 1.482e-07, -1.94195463868e-11, -1.94704411068e-11, 0.00261394797386
245.398773006, 1.5485e-07, -1.7247189562e-11, -1.72941277645e-11, 0.00271411216174
235.294117647, 1.615e-07, -1.53884684696e-11, -1.54318738947e-11, 0.00281271252823
225.988700565, 1.6815e-07, -1.37884206848e-11, -1.38286587602e-11, 0.0029097598057
217.391304348, 1.748e-07, -1.24033164529e-11, -1.244070412e-11, 0.0030052693737
209.42408377, 1.8145e-07, -1.11980519086e-11, -1.12328687527e-11, 0.00309955051873
202.02020202, 1.881e-07, -1.01442273439e-11, -1.01767139692e-11, 0.003192250991
195.12195122, 1.9475e-07, -9.21868048036e-12, -9.2490510382e-12, 0.00328364042116
188.679245283, 2.014e-07, -8.40239521332e-12, -8.4308390819e-12, 0.00337378857664
182.648401826, 2.0805e-07, -7.67965689057e-12, -7.70634073534e-12, 0.00346258304464
176.991150442, 2.147e-07, -7.0373943061e-12, -7.0624694571e-12, 0.00355047921388
171.673819742, 2.2135e-07, -6.46468329685e-12, -6.48828072562e-12, 0.00363693091605
166.666666667, 2.28e-07, -5.95233315156e-12, -5.97457227492e-12, 0.00372229547807
161.943319838, 2.3465e-07, -5.49258011116e-12, -5.51356769013e-12, 0.00380653329234
157.480314961, 2.413e-07, -5.07883160001e-12, -5.09866423224e-12, 0.00388977020887
153.256704981, 2.4795e-07, -4.70546633621e-12, -4.72423054649e-12, 0.003971908249
149.253731343, 2.546e-07, -4.36766926106e-12, -4.38544339012e-12, 0.00405298335307
145.454545455, 2.6125e-07, -4.06129958037e-12, -4.07815508496e-12, 0.00413312005906
141.843971631, 2.679e-07, -3.78278211695e-12, -3.79878531765e-12, 0.00421271521177
138.408304498, 2.7455e-07, -3.52902396481e-12, -3.54423236255e-12, 0.00429102727707
135.135135135, 2.812e-07, -3.29733413166e-12, -3.31179987495e-12, 0.00436794004059
132.01320132, 2.8785e-07, -3.08536111927e-12, -3.09913624251e-12, 0.00444482661168
129.032258065, 2.945e-07, -2.89105567624e-12, -2.90418411597e-12, 0.00452052597186
126.1829653, 3.0115e-07, -2.71261668381e-12, -2.72513823166e-12, 0.00459483034599
123.456790123, 3.078e-07, -2.54845487036e-12, -2.56041002071e-12, 0.00466923276102
120.84592145, 3.1445e-07, -2.39717505684e-12, -2.40859779772e-12, 0.00474248581101
118.343195266, 3.211e-07, -2.25753920218e-12, -2.26846155626e-12, 0.0048148729059
115.942028986, 3.2775e-07, -2.12844954386e-12, -2.13890158387e-12, 0.00488663905256
113.636363636, 3.344e-07, -2.00893134671e-12, -2.01894025607e-12, 0.00495750645831
111.420612813, 3.4105e-07, -1.89811507903e-12, -1.9077064867e-12, 0.00502771664863
109.289617486, 3.477e-07, -1.79522489873e-12, -1.80442240415e-12, 0.00509720195971
107.238605898, 3.5435e-07, -1.69956618265e-12, -1.70839190379e-12, 0.00516609866516
105.263157895, 3.61e-07, -1.61051650792e-12, -1.61899078014e-12, 0.0052342930685
103.359173127, 3.6765e-07, -1.5275164854e-12, -1.53565820018e-12, 0.00530177534325
101.52284264, 3.743e-07, -1.45006232687e-12, -1.45788931357e-12, 0.00536871120915
99.7506234414, 3.8095e-07, -1.3776994515e-12, -1.385228835e-12, 0.00543547990807
98.0392156863, 3.876e-07, -1.31001977851e-12, -1.31726545236e-12, 0.00550054192779
96.3855421687, 3.9425e-07, -1.24664949802e-12, -1.25362694759e-12, 0.0055658101344
94.7867298578, 4.009e-07, -1.18725365537e-12, -1.19397592612e-12, 0.00563015601736
93.2400932401, 4.0755e-07, -1.13152623009e-12, -1.13800607148e-12, 0.00569403058877
91.7431192661, 4.142e-07, -1.07918854435e-12, -1.08543885553e-12, 0.00575832636571
90.2934537246, 4.2085e-07, -1.02999049775e-12, -1.0360206389e-12, 0.00582048361363
88.8888888889, 4.275e-07, -9.83698895086e-13, -9.89520114651e-13, 0.00588287138177
87.5273522976, 4.3415e-07, -9.4010341127e-13, -9.45726045815e-13, 0.00594531002872
86.2068965517, 4.408e-07, -8.99013227622e-13, -9.04445263378e-13, 0.00600593090209
84.9256900212, 4.4745e-07, -8.60249894723e-13, -8.65500887512e-13, 0.00606699873355
83.6820083682, 4.541e-07, -8.23652333344e-13, -8.28730748186e-13, 0.00612794306556
82.4742268041, 4.6075e-07, -7.89072841558e-13, -7.93985976753e-13, 0.00618793699025
81.3008130081, 4.674e-07, -7.56375029894e-13, -7.61129750875e-13, 0.00624692567292
80.1603206413, 4.7405e-07, -7.25432585185e-13, -7.30036172857e-13, 0.0063059720095
79.0513833992, 4.807e-07, -6.96129838756e-13, -7.00589265039e-13, 0.00636525066161
77.9727095517, 4.8735e-07, -6.68361094559e-13, -6.72682070731e-13, 0.00642350429676
76.9230769231, 4.94e-07, -6.4202782829e-13, -6.46215845773e-13, 0.00648083378083
75.9013282732, 5.0065e-07, -6.17038382271e-13, -6.21099332813e-13, 0.0065383270063
