# L = 1.3703262416332e-06 [m]
# T = 0 [K]
# omega_p = 9 [eV]
# omega_p*L/c = 62.5
# E = E_PFA (1+theta_1*L/R)
# theta1 = -1.7204255841563
#
# L/R, R, ldim, E*(L+R)/(hbar*c), E_PFA*(L+R)/(hbar*c), E/E_PFA, 1-E/E_PFA, E/E_PFA-1-theta1*L/R
0.002, 0.000685163120817, 4501, -10313.180575, -10346.467192, 0.996782803602, 0.00321719639819, 0.000223654770124
0.0018, 0.000761292356463, 5001, -12733.7663118, -12770.8667023, 0.997094919916, 0.00290508008446, 0.000191685967017
0.0015, 0.000913550827755, 6001, -18339.7945818, -18384.5409497, 0.997566087287, 0.0024339127135, 0.000146725662735
0.0012, 0.00114193853469, 7500, -28660.9892862, -28717.2403876, 0.998041207976, 0.00195879202426, 0.000105718676725
0.001, 0.00137032624163, 9001, -41276.7775975, -41344.5655058, 0.998360415512, 0.0016395844878, 8.08410963609e-05
0.0009, 0.00152258471293, 10001, -50962.0812347, -51037.5742957, 0.998520833679, 0.00147916632088, 6.92167048573e-05
0.0008, 0.00171290780204, 11250, -64502.8389765, -64587.9763333, 0.998681838918, 0.0013181610818, 5.81793855291e-05
0.0007, 0.00195760891662, 12858, -84253.8217566, -84351.3765859, 0.99884347081, 0.00115652919005, 4.77687188637e-05
0.0006, 0.00228387706939, 15001, -114685.986155, -114800.12278, 0.999005779589, 0.000994220411492, 3.80349390017e-05
